Date,close,volume,tasi,oil,vix,repo_rate,alrajhi,rsi,ma20,ma50,ma200,above_ma20,above_ma50,above_ma200,ret_1d,ret_20d,vol_ratio,bb_pct,high_52w,dist_from_high,rate_change_3m,rate_regime,vix_high,oil_bull,oil_bear,tasi_20d,rs_vs_tasi_20d,fwd_30d,fwd_30d_vs_tasi,fwd_60d,fwd_60d_vs_tasi,fwd_90d,fwd_90d_vs_tasi
2010-04-05,5.856864929199219,0,6805.31982421875,85.87999725341797,17.020000457763672,1.5,12.508091926574709,73.07690019407401,5.718920254707337,,,1,0,0,0.0,0.061452535208954995,0.0,0.7400344287012933,,,,stable,0,0,0,0.038347568558395606,0.02310496665055939,0.002631661219454795,0.04836643256497053,-0.02894737784806256,0.04492714371440709,0.047368517893733086,0.1190256794878588
2010-04-06,5.7952141761779785,16682360,6759.47021484375,86.1500015258789,16.229999542236328,1.5,12.288652420043944,63.333408958720916,5.733562421798706,,,1,0,0,-0.010526237802391925,0.053221302351926125,1.0191508871217063,0.6140786688289616,,,,stable,0,0,0,0.03512505379049613,0.018096248561429995,0.005318985686774358,0.035259256841357445,-0.018617108153284878,0.07364017411020607,0.06117006330303876,0.13446877362662624
2010-04-07,5.779800891876221,13569204,6774.97998046875,85.58999633789062,16.6200008392334,1.5,12.032634735107422,61.290338677226714,5.748204565048217,,,1,0,0,-0.00265965740578078,0.05337071352747924,0.81320004780003,0.5646244761341429,,,,stable,0,0,0,0.03183542045528731,0.02153529307219193,0.021333422874006525,0.07652471833952157,-0.05066660088617214,0.04988280543054102,0.04533343079406604,0.13197719466012336
2010-04-08,5.7952141761779785,11736962,6774.97998046875,84.80999755859375,16.479999542236328,1.5,12.178932189941406,60.00002062508444,5.762846732139588,,,1,0,0,0.0026667500472934424,0.053221302351926125,0.6979784093354763,0.5749690681936357,,,,stable,0,0,0,0.03183542045528731,0.021385881896638814,-0.013297875622920063,0.04189341984259498,-0.06914895323918446,0.0314004530775287,0.03723396946297952,0.12387773332903684
2010-04-11,5.841452121734619,17673746,6774.97998046875,84.80999755859375,16.479999542236328,1.5,12.398371696472168,62.49993957481943,5.779030179977417,,,1,0,0,0.007978643092555249,0.058659238154002535,1.0667437746270823,0.6688798440440482,,,,stable,0,0,0,0.03183542045528731,0.026823817698715224,-0.018469581392888568,0.03672171407262648,-0.10290232663992638,-0.0023529203232132145,0.007915651496810838,0.09455941536286816
2010-04-12,5.841452121734619,13716348,6883.14013671875,84.7699966430664,15.579999923706056,1.5,12.471516609191896,62.49993957481943,5.793672347068787,,,1,0,0,0.0,0.05277779592027554,0.8342018965508853,0.6578850800532744,,,,stable,0,0,0,0.04637205797023136,0.006405737950044177,-0.029023837808570208,0.07352966578103615,-0.10290232663992638,0.020997564334332752,0.023746791230630393,0.12909116650902064
2010-04-13,5.826038837432861,9637684,6883.81005859375,84.72000122070312,16.200000762939453,1.5,12.398371696472168,45.83328499332908,5.801378750801087,,,1,0,0,-0.0026386049188709126,0.027173924466023625,0.6593682691843256,0.5877487981990748,,,,stable,0,0,0,0.04086301441367168,-0.013689089947648059,-0.04232789595819775,0.12087823130357889,-0.10052897797683413,0.0095960939923746,0.021164111670818553,0.12605519478072258
2010-04-14,5.949341773986816,40579046,6890.740234375,86.1500015258789,15.59000015258789,1.5,12.361799240112305,63.33334364587555,5.815250301361084,,,1,0,0,0.021164111670818553,0.04891314810877545,2.437839650096783,0.9739123098666341,,,,stable,0,0,0,0.03241186457838907,0.01650128353038638,-0.06217610558711395,0.08707203623817861,-0.09844562741640916,0.022634263821237344,0.018134800989430433,0.12983255037514085
2010-04-15,5.887691020965576,25645531,6890.740234375,87.16999816894531,15.890000343322754,1.5,12.398371696472168,55.88243322923718,5.8260393142700195,,,1,0,0,-0.01036261747321443,0.03804366239229906,1.4939134365603133,0.7414192722672062,,,,stable,0,0,0,0.03241186457838907,0.005631797813909989,-0.1439791735625272,0.00526896826276535,-0.10732986900948971,0.0137500222281568,0.03664914257539431,0.14834689196110473
2010-04-18,5.949341773986816,35605334,6890.740234375,87.16999816894531,15.890000343322754,1.5,12.288652420043944,60.52634792697075,5.838369560241699,,,1,0,0,0.010471125743811482,0.04324325770646387,1.9592894237608045,0.9433421565348619,,,,stable,0,0,0,0.03241186457838907,0.010831393128074795,-0.15284978993600362,-0.0036016481107110643,-0.08031082642697884,0.040769064810667666,0.036269441679729786,0.1479671910654402
2010-04-19,5.903103828430176,29431049,6852.39990234375,84.2300033569336,17.34000015258789,1.5,11.959492683410645,56.097636433469184,5.847617244720459,,,1,0,0,-0.007771943067519382,0.03234502156885144,1.535227751982776,0.7419972684765115,,,,stable,0,0,0,0.023875594473119044,0.008469427095732396,-0.10966060098680852,-0.0028542421573752863,-0.06527424803141524,0.027496126741052396,0.041775305487868675,0.15059118211070166
2010-04-20,6.088057041168213,73417068,6714.58984375,84.80000305175781,15.729999542236328,1.5,11.813197135925291,60.869579838262744,5.866112589836121,,,1,0,0,0.03133151950458268,0.06468995974759473,3.3084629161045522,1.2780161725967403,,,,stable,0,0,0,-0.003597098323296022,0.06828705807089075,-0.12911396450118473,-0.017629891514131746,-0.10126577618736077,-0.027110848863174608,0.010126507127701023,0.11382901769383647
2010-04-21,5.949341773986816,53818898,6730.1201171875,85.69999694824219,16.31999969482422,1.5,11.66690731048584,56.000007425062556,5.870736432075501,,,1,0,0,-0.02278481726491499,0.01578947882621584,2.3635184935033946,0.7668345725369848,,,,stable,0,0,0,-0.003975128438871933,0.019764607265087775,-0.14248701216365833,-0.03420659195036524,-0.08031082642697884,0.0022107145176115672,-0.002590674405694937,0.10571049557655743
2010-04-22,5.995580196380615,19437926,6730.1201171875,85.66999816894531,16.469999313354492,1.5,11.703476905822754,58.49057595015402,5.879213500022888,,,1,0,0,0.007772023217085033,0.029100622855178004,0.8740178803255028,0.8736071167538713,,,,stable,0,0,0,-0.003975128438871933,0.03307575129404994,-0.14395891469162914,-0.03567849447833604,-0.07712084715622991,0.0054006937883605,-0.01799478480500838,0.09030638517724399
2010-04-25,5.995580196380615,0,6730.1201171875,85.66999816894531,16.469999313354492,1.5,11.703476905822754,58.49057595015402,5.887690567970276,,,1,0,0,0.0,0.029100622855178004,0.0,0.8332338295193487,,,,stable,0,0,0,-0.003975128438871933,0.03307575129404994,-0.1568123892176675,-0.0485319690043744,-0.08740354724561528,-0.004882006301024866,0.00257069490520756,0.11087186488745993
2010-04-26,5.995580196380615,0,6929.39990234375,86.83000183105469,17.469999313354492,1.5,11.703476905822754,63.26528292880657,5.896167635917664,,,1,0,0,0.0,0.029100622855178004,0.0,0.7994472449663759,,,,stable,0,0,0,0.023537507441365957,0.0055631154138120475,-0.15938308412287494,-0.023553179682787917,-0.0848328523404076,0.030343080482621798,0.00257069490520756,0.12634471568439576
2010-04-27,6.319249153137207,41757316,6912.169921875,85.77999877929688,22.809999465942383,1.5,12.361799240112305,75.36234158414732,5.920828151702881,,,1,0,0,0.05398459300936098,0.08465620114569461,1.755274179732423,1.3023708680392632,,,,stable,0,0,0,0.014259695782075088,0.07039650536361952,-0.187804934734214,-0.05582615297163551,-0.12195125632091819,8.278350523760469e-05,-0.0487805025283673,0.06778925908151967
2010-04-28,6.257597923278809,28958052,6867.97021484375,86.16000366210938,21.07999992370605,1.5,12.252077102661133,70.83333870447261,5.9370115995407104,,,1,0,0,-0.009756100505673437,0.054545472078053825,1.2572202471323362,1.0518193128231834,,,,stable,0,0,0,0.009845662853947834,0.04469980922410599,-0.17980301046990754,-0.069582638119003,-0.1305419117110288,-0.01725953057173457,-0.04187193394504696,0.06135798090467548
2010-04-29,6.226771831512451,39935623,6867.97021484375,86.9000015258789,18.440000534057617,1.5,12.14236068725586,67.60561968720641,5.955506944656372,,,1,0,0,-0.004926186077197747,0.06315783388977825,1.6936149783898247,0.9304973847304677,,,,stable,0,0,0,0.009845662853947834,0.053312171035830414,-0.1757425649694333,-0.06552219261852876,-0.12376234704679034,-0.010479965907496114,-0.022277159674011227,0.08095275517571121
2010-05-02,6.226771831512451,0,6867.97021484375,86.9000015258789,18.440000534057617,1.5,12.14236068725586,67.60561968720641,5.9740022897720335,,,1,0,0,0.0,0.06315783388977825,0.0,0.8788913153668494,,,,stable,0,0,0,0.009845662853947834,0.053312171035830414,-0.1757425649694333,-0.06552219261852876,-0.10891085621174945,0.004371524927544779,0.007425898574620504,0.11065581342434294
2010-05-03,6.473377227783203,43608290,6891.72021484375,88.94000244140625,20.190000534057617,1.5,12.178932189941406,74.41863142259254,6.004827904701233,,,1,0,0,0.03960405213865892,0.10526319217477287,1.6928341069301744,1.0914897281160274,,,,stable,0,0,0,0.012696007367283269,0.0925671848074896,-0.16904766885666522,-0.08899647517946974,-0.14285718494929456,-0.044987536538111605,-0.011904765412441232,0.07303631148413758
2010-05-04,6.612092971801758,60947517,6886.080078125,88.94000244140625,23.84000015258789,1.5,12.14236068725586,74.71267024643505,6.045671844482422,,,1,0,0,0.021428651403659682,0.14095748160295285,2.1787372909067417,1.10624000901119,,,,stable,0,0,0,0.018730737655033414,0.12222674394791944,-0.18648029894067486,-0.10484751563944417,-0.17482528476412762,-0.08607669690586628,-0.0046620777865374885,0.07952950776322842
2010-05-05,6.51961612701416,39379939,6817.85986328125,82.61000061035156,24.90999984741211,1.5,12.105785369873049,73.03370786516854,6.082662606239319,,,1,0,0,-0.013986017011856755,0.1280001247409377,1.3456640638534374,0.9414943535373865,,,,stable,0,0,0,0.006329152696556539,0.12167097204438115,-0.1654847430186418,-0.09633988945338845,-0.1583924697420963,-0.07756801518630929,0.009456193711434802,0.08448410502289794
2010-05-06,6.457963943481445,38452597,6817.85986328125,79.83000183105469,32.79999923706055,1.5,11.959492683410645,68.53928912835666,6.115800094604492,,,1,0,0,-0.009456413127953645,0.11436156579471901,1.2566167843213,0.8404535442171726,,,,stable,1,0,0,0.006329152696556539,0.10803241309816247,-0.15035790306255503,-0.08121304949730168,-0.13365152681777281,-0.0528270722619858,0.019093159644908653,0.09412107095637179
2010-05-09,6.457963943481445,0,6817.85986328125,79.83000183105469,32.79999923706055,1.5,11.959492683410645,70.93016646629124,6.146625685691833,,,1,0,0,0.0,0.10554084992889634,0.0,0.8068784822880507,,,,stable,1,0,0,0.006329152696556539,0.0992116972323398,-0.15274453878853445,-0.0835996852232811,-0.11217173144688475,-0.03134727689109773,0.019093159644908653,0.08425290315805778
2010-05-10,6.11888313293457,35964383,6760.72021484375,80.12000274658203,28.84000015258789,1.5,11.996065139770508,51.0416817729618,6.160497236251831,,,0,0,0,-0.05250583829739974,0.047493500831359725,1.166583462305351,0.4572656313333287,,,,stable,0,0,0,-0.017785475733951617,0.06527897656531134,-0.0705290616719092,-0.02467003641868537,-0.022670030488859738,0.04067677368607803,0.09571775065093924,0.15585040311153153
2010-05-11,6.242185115814209,34620409,6689.81005859375,80.48999786376953,28.31999969482422,1.5,12.032634735107422,59.99999348679953,6.181304550170898,5.898479528427124,,1,1,0,0.020151060283529976,0.0714286825050956,1.0792588113387762,0.5659417729867035,,,,stable,0,0,0,-0.028182067539444966,0.09961075004454056,-0.0666667634266509,-0.01789702989929387,-0.002469212946394239,0.0555981996610061,0.09629640210984647,0.1464667178397152
2010-05-12,6.1034698486328125,16339645,6691.68994140625,81.19999694824219,25.520000457763672,1.5,11.886344909667969,53.46534441168588,6.189010953903198,5.910501508712769,,0,1,0,-0.022222229012396566,0.025906744056949815,0.5293739453203831,0.40502325692565105,,,,stable,0,0,0,-0.02888663426547,0.05479337832241982,-0.06818183948879619,-0.016144203314439554,0.0025253314399857896,0.06099337216301115,0.13383850378877837,0.18427565323537587
2010-05-13,6.13429594039917,19390053,6691.68994140625,80.11000061035156,26.68000030517578,1.5,11.886344909667969,54.368943120297764,6.201341199874878,5.92314001083374,,0,1,0,0.005050584754385579,0.041884826930532526,0.6346323743035017,0.4217797246704182,,,,stable,0,0,0,-0.02888663426547,0.07077146119600253,-0.07286441633291363,-0.02082678015855699,0.0,0.05846804072302536,0.10804014846689958,0.14882059990864738
2010-05-16,5.872278213500977,24623523,6691.68994140625,80.11000061035156,26.68000030517578,1.5,11.630331993103027,46.666682135515885,6.197488021850586,5.930229911804199,,0,0,0,-0.04271357779995588,-0.012953291878909368,0.820671547632814,0.12990226526604146,,,,stable,0,0,0,-0.02888663426547,0.015933342386560634,-0.03149615186608912,0.02054148430826752,0.04986869735104826,0.10833673807407362,0.16010494467749248,0.19847941230988486
2010-05-17,5.872278213500977,24238532,6494.080078125,75.0999984741211,30.84000015258789,1.5,11.630331993103027,35.353564709779434,6.195946741104126,5.937319812774658,,0,0,0,0.0,-0.005221933380324173,0.8148915372760712,0.1354244354698798,,,,stable,1,0,0,-0.05229114315061978,0.047069209770295606,-0.03149615186608912,-0.002007756635938107,0.04461943344165609,0.07178419798532554,0.15748027212210092,0.16659321422772655
2010-05-18,5.826038837432861,15485712,6557.08984375,74.43000030517578,33.54999923706055,1.5,11.520611763000488,35.71429247908313,6.182845830917358,5.943793172836304,,0,0,0,-0.007874180068956238,-0.043038066490433846,0.576793716884016,0.12193710107843898,,,,stable,1,0,0,-0.023456384330995617,-0.01958168215943823,-0.02380945170721871,0.04043093396787656,0.055555578290516605,0.10025224786632758,0.15873030553305023,0.17736508777912807
2010-05-19,5.903103828430176,24767459,6401.06005859375,73.69000244140625,35.31999969482422,1.5,11.776625633239746,39.604010134076496,6.180533933639526,5.952116088867188,,0,0,0,0.013227682332318969,-0.007771943067519382,0.9752754016121251,0.20927149428530936,,,,stable,1,0,0,-0.04889363828045068,0.0411216952129313,-0.07049610063437695,-0.022488381576002636,0.023498700211459056,0.05678847437377399,0.16449082070285037,0.1566202676458044
2010-05-20,5.7181501388549805,23574918,6401.06005859375,71.83999633789062,45.790000915527344,1.5,11.593758583068848,35.398281453413475,6.166662430763244,5.956431674957275,,0,0,0,-0.03133160028194526,-0.04627242876229265,0.9208161592873213,0.06407894061026224,,,,stable,1,0,0,-0.04889363828045068,0.0026212095181580297,-0.05660378774549002,-0.00859606868711571,0.05121286742724007,0.084502641589555,0.18598370724067959,0.1855353256974308
2010-05-23,5.73356294631958,20101533,6401.06005859375,71.83999633789062,45.790000915527344,1.5,11.410889625549316,25.51025852214522,6.1535615682601925,5.960747270584107,,0,0,0,0.0026954184640710643,-0.04370173385708498,0.7554901041999038,0.11482964968412061,,,,stable,1,0,0,-0.04889363828045068,0.005191904423365701,-0.08602152683852238,-0.03801380778014807,0.02688172713703829,0.060171501299353225,0.18279557819997794,0.18415002914960776
2010-05-24,5.671910762786865,13736377,6177.25,71.16999816894531,38.31999969482422,1.5,11.447464942932127,17.20433326846404,6.137378096580505,5.9632133102416995,,0,0,0,-0.010752857186697495,-0.05398467254080619,0.5032728710587459,0.10071116609670155,,,,stable,1,0,0,-0.10854473878601645,0.05456006624521026,-0.0760868203649997,-0.05230112676651333,0.05434801707191328,0.05745780879760032,0.18206529392235749,0.14723747624964711
2010-05-25,5.579434871673584,17868146,5760.330078125,69.55000305175781,34.61000061035156,1.5,11.484033584594728,17.204344714962488,6.100387382507324,5.961363792419434,,0,0,0,-0.016304186539747967,-0.1170731306101992,0.6846128586148755,0.0842611334466623,,,,stable,1,0,0,-0.1666393993158014,0.04956626870560221,-0.060773496244697967,-0.12420734419923884,0.06629827407632716,-0.00339038647881007,0.20441985645064076,0.09469349528359339
2010-05-26,5.579434871673584,0,5862.31005859375,71.73999786376953,35.02000045776367,1.5,11.484033584594728,17.977585114307857,6.066479229927063,5.959514274597168,,0,0,0,0.0,-0.10837434106822352,0.0,0.13272655598452526,,,,stable,1,0,0,-0.1464275651744188,0.03805322410619527,-0.03867412852815111,-0.07178395992843889,0.08563538107207447,0.04149749047710505,0.20994471974561324,0.1189941950459441
2010-05-27,5.03998613357544,35016638,5862.31005859375,74.66000366210938,29.68000030517578,1.5,10.8988618850708,12.903266047995857,6.007139945030213,5.946875782012939,,0,0,0,-0.09668519312536272,-0.19059405580447397,1.4347680306293629,-0.10388886516157943,,,,stable,0,0,0,-0.1464275651744188,-0.04416649063005518,0.04281356647076229,0.009703735070474506,0.21100925416691996,0.16687136357195054,0.36085631106595417,0.2697488649708273
2010-05-30,5.03998613357544,0,5862.31005859375,74.66000366210938,29.68000030517578,1.5,10.8988618850708,15.686311382850405,5.947800660133362,5.933620767593384,,0,0,0,0.0,-0.19059405580447397,0.0,-0.003355253671267234,,,,stable,0,0,0,-0.1464275651744188,-0.04416649063005518,0.08562703833071694,0.05251720693042916,0.22324167469833567,0.17910378410336625,0.36697261594246955,0.27223690397285694
2010-05-31,5.255765914916992,27789595,6120.52001953125,74.66000366210938,29.68000030517578,1.5,10.8988618850708,20.370444107249384,5.886920094490051,5.924373083114624,,0,0,0,0.04281356647076229,-0.18809521985530575,1.176784794827905,0.15572647175677326,,,0.0,stable,0,0,0,-0.11190242367231451,-0.07619279618299124,0.049853295276597764,0.034138915538547865,0.1700878413810749,0.1723376534047769,0.3284457464702861,0.2798942908257118
2010-06-01,5.302003860473633,17573700,5966.02001953125,72.70999908447266,35.540000915527344,1.5,11.301172256469728,24.5098503102259,5.821415638923645,5.916050157546997,,0,0,0,0.008797565627001624,-0.1981353131172221,0.8194334873860238,0.20659665211101713,,,0.0,stable,1,0,0,-0.13361158280986352,-0.06452373030735858,0.03197684562466696,-0.010036071114329026,0.1598836885117043,0.15112575611641454,0.3517442226480758,0.27603878505796087
2010-06-02,5.101637840270996,17316358,6001.3798828125,73.75,30.170000076293945,1.5,10.93543529510498,20.35401476740742,5.750516724586487,5.900945615768433,,0,0,0,-0.03779062133401345,-0.21749413755631142,0.8512203687140432,0.12997042499838882,,,0.0,stable,1,0,0,-0.11975605202243045,-0.09773808553388097,0.07250757320138224,0.04362082466226869,0.16314194623564449,0.163165215623723,0.4169184524404823,0.35585583549350086
2010-06-03,5.132462978363037,12742486,6001.3798828125,75.41000366210938,29.459999084472656,1.5,10.97201156616211,25.51021149070114,5.684241676330567,5.8870740985870365,,0,0,0,0.006042204299316456,-0.20525059859715467,0.6686345963065455,0.1760573715868794,,,0.0,stable,0,0,0,-0.11975605202243045,-0.08549454657472422,0.07807810709379948,0.04919135855468593,0.1471472947367296,0.1471705641248081,0.39939945491986606,0.34233258244115716
2010-06-06,5.055398941040039,17144206,6001.3798828125,75.41000366210938,29.459999084472656,1.5,10.82571792602539,24.27185282548254,5.614113426208496,5.87166130065918,,0,0,0,-0.015015020594961404,-0.21718377722705162,0.8608826683521031,0.15661330150823138,,,0.0,stable,0,0,0,-0.11975605202243045,-0.09742772520462117,0.08231719855045405,0.0534304500113405,0.18902446156080877,0.18904773094888727,0.4115855211404704,0.3614070384249881
2010-06-07,5.03998613357544,7042660,5988.18017578125,72.08999633789062,36.56999969482422,1.5,10.82571792602539,24.752498296894203,5.56016857624054,5.855940246582032,,0,0,0,-0.0030487816380774246,-0.17632253728658798,0.381331608964893,0.18113734531949105,,,0.0,stable,1,0,1,-0.11426889658387596,-0.06205364070271202,0.08868514346357093,0.0647847889810711,0.1926606233697965,0.17870980081432775,0.4097859931916168,0.3572926088039319
2010-06-08,5.132462978363037,14990665,5999.91015625,72.08999633789062,33.70000076293945,1.5,10.8988618850708,25.49017347878106,5.504682469367981,5.842068729400634,,0,0,0,0.018348630797123233,-0.17777783209917242,0.8572408329808499,0.25831209958395607,,,0.0,stable,1,0,1,-0.10312697913709856,-0.07465085296207385,0.0810811112127916,0.06962431531024871,0.17117123478256024,0.15341934136228108,0.36036049427907413,0.30992476184297635
2010-06-09,5.132462978363037,0,6110.97998046875,72.08999633789062,33.72999954223633,1.5,10.97201156616211,28.888864444260278,5.456132125854492,5.826039409637451,,0,0,0,0.0,-0.15909095880719104,0.0,0.2790999075636969,,,0.0,stable,1,0,1,-0.086780763308269,-0.07231019549892204,0.060060082379845614,0.06350139379363895,0.1681682306635679,0.16031183871666332,0.3423424695651205,0.31382654340218075
2010-06-10,5.132462978363037,0,6110.97998046875,75.29000091552734,30.56999969482422,1.5,11.154876708984377,28.08986264341719,5.406040477752685,5.811551370620728,,0,0,0,0.0,-0.16331669873282018,0.0,0.2964019293115278,,,0.0,stable,1,0,0,-0.086780763308269,-0.07653593542455117,0.06306308649883796,0.0665043979126313,0.18618625537752154,0.17832986343061696,0.34834857070921266,0.3233722357677926
