Date,close,volume,tasi,oil,vix,repo_rate,saibor_3m,alrajhi,rsi,ma20,ma50,ma200,above_ma20,above_ma50,above_ma200,ret_1d,ret_5d,ret_20d,vol_ratio,bb_upper,bb_lower,bb_pct,high_52w,low_52w,dist_from_high,dist_from_low,rate_change_3m,rate_regime,saibor_change_3m,saibor_rising,vix_high,oil_bull,oil_bear,tasi_20d,rs_vs_tasi_20d,rs_vs_alrajhi,fwd_30d,fwd_30d_vs_tasi,fwd_60d,fwd_60d_vs_tasi,fwd_90d,fwd_90d_vs_tasi
2010-03-04,18.426931381225582,1413347,6478.580078125,78.54000091552734,18.71999931335449,1.5,0.6414835164835164,11.08173370361328,,,,,0,0,0,,,,,,,,,,,,,stable,,0,0,0,0,,,,0.20212764305711461,0.13850874026054916,-0.16312062940772587,-0.06799638735164748,-0.17553189782568468,-0.11036793955333712
2010-03-07,18.75365257263184,1260273,6478.580078125,78.54000091552734,18.71999931335449,1.5,0.6373626373626373,11.26459789276123,,,,,0,0,0,0.01773063483262005,,,,,,,,,,,,stable,,0,0,0,0,,,,0.18466881909295996,0.1210499162963945,-0.17770052118956736,-0.08257627913348897,-0.16202110082925558,-0.09685714255690803
2010-03-08,18.818994522094727,1151875,6553.990234375,80.47000122070312,17.790000915527344,1.5,0.635989010989011,11.22802448272705,,,,,0,0,0,0.0034842252307822896,,,,,,,,,,,,stable,,0,0,0,0,,,,0.17361114137603817,0.1280801507432443,-0.180555649869514,-0.11441728234948878,-0.11458345263345238,-0.06312014142901257
2010-03-09,18.557619094848636,1605352,6530.10009765625,79.91000366210938,17.920000076293945,1.5,0.6346153846153846,11.33774471282959,,,,,0,0,0,-0.013888915634638122,,,,,,,,,,,,stable,,0,0,0,0,,,,0.23943667617482678,0.2111844681941304,-0.15492952028447005,-0.06854798406154805,-0.0915492689939924,-0.043551509220946194
2010-03-10,18.49227333068848,637731,6565.9501953125,80.4800033569336,18.56999969482422,1.5,0.6332417582417582,11.301172256469728,,,,,0,0,0,-0.00352123641649138,,,,,,,,,,,,stable,,0,0,0,0,,,,0.18727922884513748,0.1622760050935772,-0.18904591379905922,-0.10306135776282055,-0.08833909541728424,-0.028757473671693012
2010-03-11,18.557619094848636,1030084,6565.9501953125,80.27999877929688,18.059999465942383,1.5,0.6318681318681318,11.33774471282959,,,,,0,0,0,0.0035336793368565544,0.007092212529548281,,,,,,,,,,,stable,,0,0,0,0,,,,0.1971830725346948,0.17217984878313453,-0.19014090804115358,-0.10415635200491491,-0.1126760708140584,-0.053094449068467164
2010-03-14,18.62296295166016,1192585,6565.9501953125,80.27999877929688,18.059999465942383,1.5,0.6277472527472527,11.374316215515137,,,,,0,0,0,0.003521133636677609,-0.006968755577908103,,,,,,,,,,,stable,,0,0,0,0,,,,0.1929824220006231,0.16797919824906282,-0.18947369445244477,-0.1034891384162061,-0.08070170659034681,-0.021120084844755582
2010-03-15,18.62296295166016,990979,6578.10009765625,77.88999938964844,18.0,1.5,0.6263736263736264,11.447464942932127,,,,,0,0,0,0.0,-0.010416686725978508,,,,,,,,,,,stable,,0,0,0,0,,,,0.1929824220006231,0.13957797398794125,-0.19122813504092073,-0.1015487575432773,-0.09122804286365693,-0.023305650936549682
2010-03-16,18.557619094848636,1235962,6613.56005859375,79.0199966430664,17.690000534057617,1.5,0.625,11.410889625549316,,,,,0,0,0,-0.0035087787577700036,0.0,,,,,,,,,,,stable,,0,0,0,0,,,,0.23591543975833562,0.19076428657673983,-0.1514084380376992,-0.05862181526463395,-0.08802813535731469,-0.005635271087194971
2010-03-17,18.557619094848636,0,6674.41015625,81.95999908447266,16.90999984741211,1.5,0.6236263736263736,11.410889625549316,,,,,0,0,0,0.0,0.0035336793368565544,,,,,,,,,,,stable,,0,0,0,0,,,,0.09859153626734729,0.0695912120345763,-0.1531691076358518,-0.06875263298248535,-0.1056337007608894,-0.01806641807146636
