Date,close,volume,tasi,oil,vix,repo_rate,saibor_3m,alrajhi,rsi,ma20,ma50,ma200,above_ma20,above_ma50,above_ma200,ret_1d,ret_5d,ret_20d,vol_ratio,bb_upper,bb_lower,bb_pct,high_52w,low_52w,dist_from_high,dist_from_low,rate_change_3m,rate_regime,saibor_change_3m,saibor_rising,vix_high,oil_bull,oil_bear,tasi_20d,rs_vs_tasi_20d,rs_vs_alrajhi,fwd_30d,fwd_30d_vs_tasi,fwd_60d,fwd_60d_vs_tasi,fwd_90d,fwd_90d_vs_tasi
2010-03-04,37.65629196166992,30169,6478.580078125,78.54000091552734,18.71999931335449,1.5,0.6414835164835164,11.08173370361328,,,,,0,0,0,,,,,,,,,,,,,stable,,0,0,0,0,,,,-0.06040275459204203,-0.12402165738860749,-0.1308728037878426,-0.03574856173176422,-0.08724856962624539,-0.02208461135389783
2010-03-07,39.42537307739258,141488,6478.580078125,78.54000091552734,18.71999931335449,1.5,0.6373626373626373,11.26459789276123,,,,,0,0,0,0.04697969512036382,,,,,,,,,,,,stable,,0,0,0,0,,,,-0.08974356865543476,-0.15336247145200022,-0.16987196574787433,-0.07474772369179594,-0.12179485008647695,-0.05663089181412939
2010-03-08,39.17264175415039,95322,6553.990234375,80.47000122070312,17.790000915527344,1.5,0.635989010989011,11.22802448272705,,,,,0,0,0,-0.006410372395108888,,,,,,,,,,,,stable,,0,0,0,0,,,,-0.09677400820908,-0.14230499884187386,-0.16451620348211538,-0.09837783596209015,-0.10645140902998795,-0.05498809782554814
2010-03-09,38.54082489013672,108345,6530.10009765625,79.91000366210938,17.920000076293945,1.5,0.6346153846153846,11.33774471282959,,,,,0,0,0,-0.01612903382873665,,,,,,,,,,,,stable,,0,0,0,0,,,,-0.08524577150749368,-0.11349797948819007,-0.11147546046092516,-0.025093924238003162,-0.09180307002323806,-0.04380531025019185
2010-03-10,38.03537368774414,51642,6565.9501953125,80.4800033569336,18.56999969482422,1.5,0.6332417582417582,11.301172256469728,,,,,0,0,0,-0.013114696009579485,,,,,,,,,,,,stable,,0,0,0,0,,,,-0.0863787008894521,-0.11138192464101238,-0.09966787837819546,-0.013683322341956794,-0.0797340619983763,-0.020152440252785064
2010-03-11,37.65629196166992,101408,6565.9501953125,80.27999877929688,18.059999465942383,1.5,0.6318681318681318,11.33774471282959,,,,,0,0,0,-0.009966557162980338,0.0,,,,,,,,,,,stable,,0,0,0,0,,,,-0.08053703989040628,-0.10554026364196656,-0.0939600993620846,-0.007975543325845935,-0.07382561145761823,-0.014243989712027005
2010-03-14,36.01355743408203,155634,6565.9501953125,80.27999877929688,18.059999465942383,1.5,0.6277472527472527,11.374316215515137,,,,,0,0,0,-0.043624436767699226,-0.08653857597271442,,,,,,,,,,,stable,,0,0,0,0,,,,-0.0385963470228704,-0.06359957077443068,-0.05263169044623417,0.0333528655900045,-0.03157878123511104,0.028002840510480187
2010-03-15,35.50809860229492,106349,6578.10009765625,77.88999938964844,18.0,1.5,0.6263736263736264,11.447464942932127,,,,,0,0,0,-0.014035237499441244,-0.09354853254101014,,,,,,,,,,,stable,,0,0,0,0,,,,-0.02491073764252838,-0.07831518565521023,-0.03914587459384078,0.05053350290380265,-0.03558709035601271,0.032335301571094544
2010-03-16,35.38174819946289,99080,6613.56005859375,79.0199966430664,17.690000534057617,1.5,0.625,11.410889625549316,,,,,0,0,0,-0.0035583545108175407,-0.08196702327153071,,,,,,,,,,,stable,,0,0,0,0,,,,-0.02142863380748028,-0.06657978698907607,-0.032143112434317556,0.06064351033874771,-0.05000046899698152,0.0323923952731382
2010-03-17,35.38174819946289,0,6674.41015625,81.95999908447266,16.90999984741211,1.5,0.6236263736263736,11.410889625549316,,,,,0,0,0,0.0,-0.06976730424857924,,,,,,,,,,,stable,,0,0,0,0,,,,0.014285648056255429,-0.014714676176515562,-0.02857161955870513,0.055844855094661305,-0.06428590142244084,0.023281381266982204
2010-03-18,35.88719940185547,104386,6674.41015625,81.4800033569336,16.6200008392334,1.5,0.6222527472527473,11.776625633239746,,,,,0,0,0,0.014285648056255429,-0.04697999902951677,,,,,,,,,,,stable,,0,0,0,0,,,,-0.014084442665270869,-0.04308476689804186,-0.042253646886447505,0.04216282776691893,-0.06690155442176948,0.02066572826765356
2010-03-21,35.88719940185547,26699,6674.41015625,81.4800033569336,16.6200008392334,1.5,0.6181318681318682,11.813197135925291,,,,,0,0,0,0.0,-0.0035086240079960085,,,,,,,,,,,stable,,0,0,0,0,,,,-0.014084442665270869,-0.04308476689804186,-0.03873213760683636,0.04568433704653008,-0.06690155442176948,0.02066572826765356
2010-03-22,36.13991928100586,36120,6692.60986328125,80.54000091552734,16.8700008392334,1.5,0.6167582417582418,11.886344909667969,,,,,0,0,0,0.007042061887318152,0.01779370632563526,,,,,,,,,,,stable,,0,0,0,0,,,,-0.02097877075064314,-0.05072954894181059,-0.04895099285265159,0.003731007940404818,-0.0769230038475327,-0.005892435425988607
2010-03-23,35.88719940185547,119432,6738.830078125,80.69999694824219,16.350000381469727,1.5,0.6153846153846154,11.849769592285156,,,,,0,0,0,-0.0069928180299841936,0.014285648056255429,,,,,,,,,,,stable,,0,0,0,0,,,,-0.02464780123844368,-0.04649877511564382,-0.045774837275423974,0.015790727964044904,-0.07042263851386743,-0.0015857814578769114
2010-03-24,36.13991928100586,62206,6756.97998046875,79.62000274658203,17.549999237060547,1.5,0.614010989010989,11.92292022705078,39.285579515841924,,,,0,0,0,0.007042061887318152,0.02142831036128623,,,,,,,,,,,stable,,0,0,0,0,,,,-0.03146826167952821,-0.040478186673900685,-0.04895099285265159,0.011806925662599,-0.0769230038475327,-0.004380252012859409
2010-03-25,36.26628875732422,100225,6756.97998046875,79.61000061035156,18.399999618530277,1.5,0.6126373626373627,12.032634735107422,20.930126433335886,,,,0,0,0,0.0034966728989009876,0.01056335857317281,,,,,,,,,,,stable,,0,0,0,0,,,,-0.03135871606049867,-0.040368641054871146,-0.05574929604427903,0.005008622470971558,-0.07665517687512036,-0.004112425040447065
2010-03-28,36.01355743408203,168673,6756.97998046875,79.61000061035156,18.399999618530277,1.5,0.6085164835164836,12.398371696472168,20.930126433335886,,,,0,0,0,-0.006968767191298242,0.0035209777952198706,,,,,,,,,,,stable,,0,0,0,0,,,,-0.02456110952342916,-0.033571034517801635,-0.04912285459039323,0.011635063924857358,-0.07368417596166721,-0.0011414241269939174
2010-03-29,36.01355743408203,0,6770.0498046875,81.16999816894531,17.59000015258789,1.5,0.6071428571428572,12.398371696472168,23.684101814484094,,,,0,0,0,0.0,-0.003496461791773875,,,,,,,,,,,stable,,0,0,0,0,,,,-0.0280699453792701,-0.026691877253790408,-0.042104865106944,0.005069031410792402,-0.07368417596166721,-0.009046599872934213
2010-03-30,36.01355743408203,0,6814.990234375,81.27999877929688,17.1299991607666,1.5,0.6057692307692308,12.398371696472168,26.470465496835104,,,,0,0,0,0.0,0.0035209777952198706,,,,,,,,,,,stable,,0,0,0,0,,,,-0.02456110952342916,-0.00619275219991644,-0.045614018734552286,0.020628252224314525,-0.07719279996966344,-0.001823633022374982
2010-03-31,35.88719940185547,126111,6801.009765625,82.69999694824219,17.59000015258789,1.5,0.6043956043956044,12.581236839294434,28.124855543679345,36.64537734985352,,,0,0,0,-0.0035086240079960085,-0.0069928180299841936,,1.5442582421114697,39.188557060059786,34.10219763964725,0.35093897514294087,,,,,,stable,,0,0,0,0,,,,-0.02464780123844368,-0.008573743416722013,-0.052817005459620314,0.014458232563685613,-0.052817005459620314,0.020785274417822075
2010-04-01,35.63446807861328,61937,6801.009765625,84.01000213623047,17.469999313354492,1.5,0.603021978021978,12.508091926574709,42.857101784287,36.54428615570068,,,0,0,0,-0.007042380777952828,-0.017421707606718795,-0.05369152876535588,0.743962519000851,39.07899158004754,34.00958073135382,0.3205278474673558,,,,,,stable,,0,0,0,0,0.049768573300295715,-0.1034601020656516,-0.18240408052937762,-0.021276447695742884,-0.005202389874021218,-0.04609927331795938,0.02117596470534655,-0.04609927331795938,0.027503006559483012
2010-04-04,35.63446807861328,0,6801.009765625,84.01000213623047,17.469999313354492,1.5,0.5989010989010989,12.508091926574709,52.94135405105438,36.354740905761716,,,0,0,0,0.0,-0.010526295719677892,-0.09615394105054365,0.0,38.52273945361402,34.18674235790941,0.3338853068278202,,,,,,stable,,0,0,0,0,0.049768573300295715,-0.14592251435083936,-0.20654350361207663,-0.021276447695742884,-0.005202389874021218,-0.04609927331795938,0.02117596470534655,-0.04255332359456787,0.031048956282874518
2010-04-05,35.63446807861328,0,6805.31982421875,85.87999725341797,17.020000457763672,1.5,0.5975274725274725,12.508091926574709,56.24987028375311,36.177832221984865,,,0,0,0,0.0,-0.010526295719677892,-0.09032256996459109,0.0,37.91160378453991,34.444060659429816,0.34329996087522885,,,,,,stable,,0,0,0,0,0.038347568558395606,-0.1286701385229867,-0.2043290406324174,-0.021276447695742884,0.02445832364977285,-0.04609927331795938,0.027775248244510276,-0.035460995944702756,0.03619616564942296
2010-04-06,35.63446807861328,25233,6759.47021484375,86.1500015258789,16.229999542236328,1.5,0.5961538461538461,12.288652420043944,56.24987028375311,36.03251438140869,,,0,0,0,0.0,-0.010526295719677892,-0.07540982373387717,0.37517423901690167,37.375526937262514,34.68950182555486,0.35180842090402203,,,,,,stable,,0,0,0,0,0.03512505379049613,-0.1105348775243733,-0.15928079907329562,-0.02482261152067544,0.005117659633907645,-0.04609927331795938,0.04615800894553157,-0.031914510967458454,0.041384199356129026
2010-04-07,35.63446807861328,27718,6774.97998046875,85.58999633789062,16.6200008392334,1.5,0.5947802197802198,12.032634735107422,41.6664570241156,35.91246910095215,,,0,0,0,0.0,-0.007042380777952828,-0.0631229662377285,0.4195847597393603,36.87779108329867,34.947147118605635,0.3560060645966531,,,,,,stable,,0,0,0,0,0.03183542045528731,-0.09495838669301582,-0.12784744455182062,-0.02482261152067544,0.030368683944839603,-0.035460995944702756,0.06508841037201041,-0.04255332359456787,0.04409044027148945
2010-04-08,35.63446807861328,29586,6774.97998046875,84.80999755859375,16.479999542236328,1.5,0.5934065934065934,12.178932189941406,41.6664570241156,35.811377906799315,,,0,0,0,0.0,0.0,-0.05369152876535588,0.4736074993456802,36.326056922510006,35.296698891088624,0.3281357673561364,,,,,,stable,,0,0,0,0,0.03183542045528731,-0.08552694922064319,-0.1278850741677271,-0.035460995944702756,0.01973029952081229,-0.035460995944702756,0.06508841037201041,-0.04255332359456787,0.04409044027148945
2010-04-11,35.76083755493164,46634,6774.97998046875,84.80999755859375,16.479999542236328,1.5,0.5892857142857143,12.398371696472168,36.36396070036774,35.7987419128418,,,0,0,0,0.003546270875703028,0.003546270875703028,-0.007017353939914428,0.8178612736531131,36.30485885851431,35.29262496716929,0.462553755377829,,,,,,stable,,0,0,0,0,0.03183542045528731,-0.03885277439520174,-0.09704962151131957,-0.07420511133993546,-0.019013815874420414,-0.03533547268549786,0.0652139336312153,-0.03886942530947557,0.04777433855658175
2010-04-12,35.76083755493164,26178,6883.14013671875,84.7699966430664,15.579999923706056,1.5,0.5879120879120879,12.471516609191896,44.44455625211735,35.81137886047363,,,0,0,0,0.0,0.003546270875703028,0.007117783339161576,0.4938229684838401,36.299231853923196,35.32352586702407,0.44820027116712174,,,,,,stable,,0,0,0,0,0.04637205797023136,-0.039254274631069785,-0.082338849318363,-0.07420511133993546,0.028348392249670895,-0.03533547268549786,0.08856441828876127,-0.03533547268549786,0.07000890259289239
2010-04-13,35.129024505615234,101828,6883.81005859375,84.72000122070312,16.200000762939453,1.5,0.5865384615384616,12.398371696472168,16.667337512704137,35.79874267578125,,,0,0,0,-0.017667736342748874,-0.014184120045877657,-0.007142770120428743,1.9159220520693983,36.343252900464364,35.25423245109813,-0.11497299757388857,,,,,,stable,,0,0,0,0,0.04086301441367168,-0.048005784534100426,-0.09368134014671758,-0.05755422792151432,0.10565189934026231,-0.014388638423657785,0.09573643354555095,-0.02158301193100598,0.08330807117889805
2010-04-14,35.2553825378418,47578,6890.740234375,86.1500015258789,15.59000015258789,1.5,0.5851648351648352,12.361799240112305,16.666708594860438,35.7924243927002,,,0,0,0,0.0035969695715964978,-0.010638170322486151,-0.0035714928756124253,0.8568413318157588,36.35976194374587,35.22508684165452,0.02669988627708053,,,,,,stable,,0,0,0,0,0.03241186457838907,-0.0359833574540015,-0.08690501425451302,-0.06093202684660781,0.08831611497868475,-0.017921146177764635,0.10315874505988187,-0.028674028647735605,0.08302372073797482
2010-04-15,35.38174819946289,21305,6890.740234375,87.16999816894531,15.890000343322754,1.5,0.5837912087912088,12.398371696472168,27.272976763205335,35.767151832580566,,,0,0,0,0.003584294156657064,-0.0070920064975535935,-0.014084442665270869,0.41471079737177885,36.36111977383088,35.173183891330254,0.17556865753865886,,,,,,stable,,0,0,0,0,0.03241186457838907,-0.04649630724365994,-0.06687936734025857,-0.07500027223388006,0.0742478695914125,-0.02857161955870513,0.09250827167894138,-0.024999803236898543,0.08669794614881188
2010-04-18,35.88719940185547,21411,6890.740234375,87.16999816894531,15.890000343322754,1.5,0.5796703296703296,12.288652420043944,46.66680083722428,35.767151832580566,,,1,0,0,0.014285648056255429,0.0035335259340536496,0.0,0.41893022232005284,36.36111977383088,35.173183891330254,0.6010555965547569,,,,,,stable,,0,0,0,0,0.03241186457838907,-0.03241186457838907,-0.040247807485810805,-0.08802837786499318,0.06121976396029938,-0.035211266108494677,0.08586862512915183,-0.042253646886447505,0.06944410249926292
