Date,close,volume,tasi,oil,vix,repo_rate,saibor_3m,alrajhi,rsi,ma20,ma50,ma200,above_ma20,above_ma50,above_ma200,ret_1d,ret_5d,ret_20d,vol_ratio,bb_upper,bb_lower,bb_pct,high_52w,low_52w,dist_from_high,dist_from_low,rate_change_3m,rate_regime,saibor_change_3m,saibor_rising,vix_high,oil_bull,oil_bear,tasi_20d,rs_vs_tasi_20d,rs_vs_alrajhi,fwd_30d,fwd_30d_vs_tasi,fwd_60d,fwd_60d_vs_tasi,fwd_90d,fwd_90d_vs_tasi,pe_hist,pb_hist
2010-03-03,4.4873576164245605,38979514,6478.580078125,79.25,18.82999992370605,1.5,0.6428571428571429,11.08173370361328,,,,,0,0,0,,,,,,,,,,,,,stable,,0.0,0.0,0.0,0.0,,,,-0.0039369137439827,-0.0675558165405482,-0.1023622013775638,-0.0072379593214854,-0.1181104407964107,-0.0529464825240632,13.53,
2010-03-04,4.4873576164245605,0,6478.580078125,78.54000091552734,18.71999931335449,1.5,0.6414835164835164,11.08173370361328,,,,,0,0,0,0.0,,,,,,,,,,,,stable,,0.0,0.0,0.0,0.0,,,,-0.0078740400126622,-0.0714929428092276,-0.1377954345657179,-0.0426711925096395,-0.1338582551658643,-0.0686942968935168,13.53,
2010-03-07,4.5050249099731445,69731544,6478.580078125,78.54000091552734,18.71999931335449,1.5,0.6373626373626373,11.26459789276123,,,,,0,0,0,0.0039371262686793695,,,,,,,,,,,,stable,,0.0,0.0,0.0,0.0,,,,-0.0235296931895329,-0.0871485959860983,-0.1411767302213168,-0.0460524881652384,-0.1215689348183614,-0.0564049765460138,13.58,
2010-03-08,4.52269172668457,46289024,6553.990234375,80.47000122070312,17.790000915527344,1.5,0.635989010989011,11.22802448272705,,,,,0,0,0,0.0039215802497152286,,,,,,,,,,,,stable,,0.0,0.0,0.0,0.0,,,,-0.0273440415858178,-0.0728750322186116,-0.1445315185225327,-0.0783931510025075,-0.1367188373110075,-0.0852555261065677,13.63,
2010-03-09,4.5050249099731445,41092073,6530.10009765625,79.91000366210938,17.920000076293945,1.5,0.6346153846153846,11.33774471282959,,,,,0,0,0,-0.00390626153164253,,,,,,,,,,,,stable,,0.0,0.0,0.0,0.0,,,,-0.0313727478433425,-0.0596249558240389,-0.1411767302213168,-0.0547951939983948,-0.1411767302213168,-0.0931789704482706,13.58,
2010-03-10,4.5050249099731445,47037336,6565.9501953125,80.4800033569336,18.56999969482422,1.5,0.6332417582417582,11.301172256469728,,,,,0,0,0,0.0,0.0039371262686793695,,,,,,,,,,,stable,,0.0,0.0,0.0,0.0,,,,-0.043137594438109,-0.0681408181896693,-0.149019731952316,-0.0630351759160773,-0.1411767302213168,-0.0815951084757256,13.58,
2010-03-11,4.540358543395996,43831635,6565.9501953125,80.27999877929688,18.059999465942383,1.5,0.6318681318681318,11.33774471282959,,,,,0,0,0,0.007843160499430457,0.0118111662813416,,,,,,,,,,,stable,,0.0,0.0,0.0,0.0,,,,-0.0583659303860122,-0.0833691541375725,-0.1556421659636148,-0.0696576099273761,-0.1478601994450221,-0.0882785776994309,13.69,
2010-03-14,4.558024883270264,92058702,6565.9501953125,80.27999877929688,18.059999465942383,1.5,0.6277472527472527,11.374316215515137,,,,,0,0,0,0.0038909570038170305,0.011764634903524973,,,,,,,,,,,stable,,0.0,0.0,0.0,0.0,,,,-0.0620155874056674,-0.0870188111572277,-0.1589147923431542,-0.0729302363069155,-0.1511629877628854,-0.0915813660172941,13.74,
2010-03-15,4.558024883270264,92948966,6578.10009765625,77.88999938964844,18.0,1.5,0.6263736263736264,11.447464942932127,,,,,0,0,0,0.0,0.007812417631124946,,,,,,,,,,,stable,,0.0,0.0,0.0,0.0,,,,-0.0620155874056674,-0.1154200354183493,-0.162790720787005,-0.0731113432893616,-0.1511629877628854,-0.0832405958357781,13.74,
2010-03-16,4.540358543395996,88845427,6613.56005859375,79.0199966430664,17.690000534057617,1.5,0.625,11.410889625549316,,,,,0,0,0,-0.003875876136418155,0.007843160499430457,,,,,,,,,,,stable,,0.0,0.0,0.0,0.0,,,,-0.0466926392868928,-0.0918437924684886,-0.1556421659636148,-0.0628555431905495,-0.1400779178606782,-0.0576850535905585,13.69,
2010-03-17,4.540358543395996,0,6674.41015625,81.95999908447266,16.90999984741211,1.5,0.6236263736263736,11.410889625549316,,,,,0,0,0,0.0,0.007843160499430457,,,,,,,,,,,stable,,0.0,0.0,0.0,0.0,,,,-0.0428015772611586,-0.0718019014939296,-0.1556421659636148,-0.0712256913102483,-0.1478601994450221,-0.0602929167555991,13.69,
2010-03-18,4.593357563018799,87473404,6674.41015625,81.4800033569336,16.6200008392334,1.5,0.6222527472527473,11.776625633239746,,,,,0,0,0,0.011672871011451313,0.011672871011451313,,,,,,,,,,,stable,,0.0,0.0,0.0,0.0,,,,-0.0538459118886399,-0.0828462361214109,-0.15769234801856,-0.0732758733651935,-0.165384524750365,-0.0778172420609419,13.84,
2010-03-21,4.575692176818848,79256320,6674.41015625,81.4800033569336,16.6200008392334,1.5,0.6181318681318682,11.813197135925291,,,,,0,0,0,-0.0038458547930549924,0.003876085366148363,,,,,,,,,,,stable,,0.0,0.0,0.0,0.0,,,,-0.0501930924407263,-0.0791934166734973,-0.1312743058978593,-0.0468578312444929,-0.1544404487656319,-0.0668731660762088,13.79,
2010-03-22,4.593357563018799,57850659,6692.60986328125,80.54000091552734,16.8700008392334,1.5,0.6167582417582418,11.886344909667969,,,,,0,0,0,0.0038607024942469703,0.00775175227283631,,,,,,,,,,,stable,,0.0,0.0,0.0,0.0,,,,-0.0576920781121583,-0.0874428563033258,-0.1384616207111223,-0.0857796199180659,-0.1615384623370012,-0.0905078939154571,13.84,
2010-03-23,4.558024883270264,65286103,6738.830078125,80.69999694824219,16.350000381469727,1.5,0.6153846153846154,11.849769592285156,64.28604478993151,,,,0,0,0,-0.007692124826727875,0.0038909570038170305,,,,,,,,,,,stable,,0.0,0.0,0.0,0.0,,,,-0.0503875405369524,-0.0722385144141526,-0.127907050947753,-0.0663414857082841,-0.1511629877628854,-0.0823261307068948,13.74,
2010-03-24,4.575692176818848,37527006,6756.97998046875,79.62000274658203,17.549999237060547,1.5,0.614010989010989,11.92292022705078,66.66708652802845,,,,0,0,0,0.003876085366148363,0.0077821240514683865,,,,,,,,,,,stable,,0.0,0.0,0.0,0.0,,,,-0.0579154353276318,-0.0669253603220043,-0.1312743058978593,-0.0705163873826087,-0.14285719496261,-0.0703144431279367,13.79,
2010-03-25,4.558024883270264,56622845,6756.97998046875,79.61000061035156,18.39999961853028,1.5,0.6126373626373627,12.032634735107422,60.00010796435017,,,,0,0,0,-0.003861119337985497,-0.007692124826727875,,,,,,,,,,,stable,,0.0,0.0,0.0,0.0,,,,-0.0620155874056674,-0.0710255124000399,-0.1240309132741722,-0.0632729947589216,-0.143410869338021,-0.0708681175033477,13.74,
2010-03-28,4.593357563018799,50172375,6756.97998046875,79.61000061035156,18.39999961853028,1.5,0.6085164835164836,12.398371696472168,62.500021086832206,,,,0,0,0,0.00775175227283631,0.0038607024942469703,,,,,,,,,,,stable,,0.0,0.0,0.0,0.0,,,,-0.069230680592868,-0.0782406055872405,-0.1346152987723721,-0.0738573802571215,-0.1499998598562913,-0.077457108021618,13.84,
2010-03-29,4.593357563018799,0,6770.0498046875,81.16999816894531,17.59000015258789,1.5,0.6071428571428572,12.398371696472168,66.66678662748745,,,,0,0,0,0.0,0.0,,,,,,,,,,,stable,,0.0,0.0,0.0,0.0,,,,-0.0884616155206147,-0.087083547395135,-0.1269230701354898,-0.0797491736177534,-0.1499998598562913,-0.0853622837675583,13.84,
2010-03-30,4.593357563018799,0,6814.990234375,81.27999877929688,17.1299991607666,1.5,0.6057692307692308,12.398371696472168,66.66678662748745,4.5491914510726925,,,1,0,0,0.0,0.00775175227283631,,0.0,4.6230406782564515,4.4753422238889335,0.799028937948178,,,,,,stable,,0.0,0.0,0.0,0.0,,,,-0.0807692830735777,-0.062400925750065,-0.1153843638446256,-0.0491420928857588,-0.1499998598562913,-0.0746306929090029,13.84,
2010-03-31,4.575692176818848,68354374,6801.009765625,82.69999694824219,17.59000015258789,1.5,0.6043956043956044,12.581236839294434,57.14307748070115,4.553608179092407,,,1,0,0,-0.0038458547930549924,0.0,0.019685206294003832,1.334553998868267,4.62227032727819,4.484946030906625,0.6608163909078891,,,,,,stable,,0.0,0.0,0.0,0.0,0.0497685733002957,-0.0300833670062918,-0.115627839099988,-0.0926642588382856,-0.076590201016564,-0.1274131344544068,-0.0601378964311009,-0.1544404487656319,-0.0808381688881895,13.79,
2010-04-01,4.558024883270264,60099058,6801.009765625,84.01000213623047,17.469999313354492,1.5,0.603021978021978,12.508091926574709,50.0,4.557141542434692,,,1,0,0,-0.003861119337985497,0.0,0.015748080025324462,1.1083511454316881,4.618313444155863,4.495969640713522,0.5072201518239344,,,,,,stable,,0.0,0.0,0.0,0.0,0.0497685733002957,-0.0340204932749712,-0.1129644717386972,-0.0891473480497854,-0.0730732902280637,-0.127907050947753,-0.060631812924447,-0.1511629877628854,-0.077560707885443,13.74,
2010-04-04,4.558024883270264,0,6801.009765625,84.01000213623047,17.469999313354492,1.5,0.5989010989010989,12.508091926574709,50.0,4.559791541099548,,,0,0,0,0.0,-0.007692124826727875,0.011764634903524973,0.0,4.615834183631447,4.503748898567649,0.48423827152441346,,,,,,stable,,0.0,0.0,0.0,0.0,0.0497685733002957,-0.0380039383967707,-0.098624927658008,-0.100775081073905,-0.0847010232521834,-0.127907050947753,-0.060631812924447,-0.1472868500893045,-0.0736845702118621,13.74,
2010-04-05,4.558024883270264,0,6805.31982421875,85.87999725341797,17.020000457763672,1.5,0.5975274725274725,12.508091926574709,53.846153846153854,4.561558198928833,,,0,0,0,0.0,-0.007692124826727875,0.007812417631124946,0.0,4.614836016405954,4.508280381451712,0.4668406493932788,,,,,,stable,,0.0,0.0,0.0,0.0,0.0383475685583956,-0.0305351509272706,-0.1061940530367013,-0.0968993095523517,-0.0511645382068359,-0.127907050947753,-0.0540325293852833,-0.1511629877628854,-0.0795058261687596,13.74,
2010-04-06,4.5050249099731445,35412011,6759.47021484375,86.1500015258789,16.229999542236328,1.5,0.5961538461538461,12.288652420043944,43.749852391925586,4.561558198928833,,,0,0,0,-0.011627837638984784,-0.019230519687128633,0.0,0.7356228836482658,4.614836016405954,4.508280381451712,-0.030551847210760017,,,,,,stable,,0.0,0.0,0.0,0.0,0.0351250537904961,-0.0351250537904961,-0.0838709753394184,-0.0901960282065877,-0.0602557570520047,-0.1176471958002149,-0.025389913536724,-0.1372549912031704,-0.0639562808795829,13.58,
2010-04-07,4.52269172668457,31535392,6774.97998046875,85.58999633789062,16.6200008392334,1.5,0.5947802197802198,12.032634735107422,35.71427194330322,4.5624415397644045,,,0,0,0,0.0039215802497152286,-0.011583045381152512,0.0039215802497152286,0.6658133291631648,4.6122453269820065,4.512637752546802,0.10093583941558687,,,,,,stable,,0.0,0.0,0.0,0.0,0.0318354204552873,-0.027913840205572,-0.0608028980643768,-0.0898439097956174,-0.0346526143301023,-0.1484377273380952,-0.047888321021382,-0.1445315185225327,-0.0578877546564754,13.63,
2010-04-08,4.52269172668457,36707134,6774.97998046875,84.80999755859375,16.479999542236328,1.5,0.5934065934065934,12.178932189941406,38.46134680945598,4.561558198928833,,,0,0,0,0.0,-0.007751856887701525,-0.0038910620257341932,0.7808784288855695,4.613588078788322,4.509528319069345,0.12649853940442118,,,,,,stable,,0.0,0.0,0.0,0.0,0.0318354204552873,-0.0357264824810215,-0.0780846074281054,-0.1054691667865078,-0.0502778713209928,-0.1523438834375775,-0.0517944771208643,-0.1484377273380952,-0.0617939634720379,13.63,
2010-04-11,4.5050249099731445,41453359,6774.97998046875,84.80999755859375,16.479999542236328,1.5,0.5892857142857143,12.398371696472168,30.769342565582534,4.558908200263977,,,0,0,0,-0.00390626153164253,-0.011627837638984784,-0.011627837638984784,0.9320132297427351,4.616768000823142,4.501048399704811,0.03436332505386784,,,,,,stable,,0.0,0.0,0.0,0.0,0.0318354204552873,-0.043463258094272,-0.1016601052103899,-0.094118031838786,-0.038926736373271,-0.149019731952316,-0.0484703256356028,-0.149019731952316,-0.0623759680862586,13.58,
2010-04-12,4.5050249099731445,59710943,6883.14013671875,84.7699966430664,15.579999923706056,1.5,0.5879120879120879,12.471516609191896,36.363658670042966,4.556258201599121,,,0,0,0,0.0,-0.011627837638984784,-0.011627837638984784,1.394616279936524,4.618942074012879,4.493574329185363,0.09133593974698502,,,,,,stable,,0.0,0.0,0.0,0.0,0.0463720579702313,-0.0579998956092161,-0.1010844702965093,-0.0980391887060182,0.0045143148835881,-0.1450982575482217,-0.0211983665739625,-0.149019731952316,-0.0436753566739257,13.58,
2010-04-13,4.4873576164245605,34826897,6883.81005859375,84.72000122070312,16.200000762939453,1.5,0.5865384615384616,12.398371696472168,27.27243728944147,4.553608155250549,,,0,0,0,-0.003921686095336052,-0.003921686095336052,-0.01167329109911952,0.8681895331635822,4.623220705438079,4.4839956050630185,0.024148026128083495,,,,,,stable,,0.0,0.0,0.0,0.0,0.0408630144136716,-0.0525363055127912,-0.0982118611254083,-0.1023622013775638,0.0608439258842128,-0.1417324014408749,-0.0316073294716662,-0.1417324014408749,-0.0368413183309709,13.53,
2010-04-14,4.469691276550293,60238902,6890.740234375,86.1500015258789,15.59000015258789,1.5,0.5851648351648352,12.361799240112305,27.2725711271148,4.550074791908264,,,0,0,0,-0.003936913743982751,-0.011718784594927478,-0.015564248102936551,1.3968007314583304,4.6290616077548,4.471087976061727,-0.008841345840221816,,,,,,stable,,0.0,0.0,0.0,0.0,0.032411864578389,-0.0479761126813256,-0.0988977694818371,-0.0988143110528673,0.0504338307724252,-0.1146247949831985,0.0064550962544479,-0.142292595114247,-0.0305948457285366,13.47,
2010-04-15,4.452023983001709,67145833,6890.740234375,87.16999816894531,15.890000343322754,1.5,0.5837912087912088,12.398371696472168,10.000053981398011,4.54300811290741,,,0,0,0,-0.0039526876590499915,-0.01562515155873012,-0.030769122167838336,1.5945356424704606,4.6305195075684,4.45549671824642,-0.01984161752971608,,,,,,stable,,0.0,0.0,0.0,0.0,0.032411864578389,-0.0631809867462274,-0.083564046842826,-0.1309525199347812,0.0182956218905113,-0.1269840929823165,-0.0059042017446699,-0.1428571046051061,-0.0311593552193957,13.42,
2010-04-18,4.399023056030273,77197212,6890.740234375,87.16999816894531,15.890000343322754,1.5,0.5796703296703296,12.288652420043944,7.692323663082462,4.534174656867981,,,0,0,0,-0.011904905987433767,-0.023529693189532908,-0.038610359692377694,1.837722344745636,4.6412698035335955,4.427079510202366,-0.13098844833600817,,,,,,stable,,0.0,0.0,0.0,0.0,0.032411864578389,-0.0710222242707667,-0.0788581671781885,-0.1204819401176314,0.028766201707661,-0.1004016619297548,0.0206782293078916,-0.1365459783944795,-0.0248482290087691,13.26,
2010-04-19,4.399023056030273,40989401,6852.39990234375,84.2300033569336,17.34000015258789,1.5,0.5782967032967032,11.959492683410645,7.692323663082462,4.524457931518555,,,0,0,0,0.0,-0.023529693189532908,-0.04230772464854815,0.9957598509651976,4.643537341895814,4.405378521141295,-0.026685827091714878,,,,,,stable,,0.0,0.0,0.0,0.0,0.023875594473119,-0.0661833191216672,-0.0484616579475205,-0.1204819401176314,-0.0136755812881982,-0.1124496228897978,-0.0196792481173302,-0.1325299552757489,-0.0237140786529159,13.26,
2010-04-20,4.36368989944458,36434792,6714.58984375,84.80000305175781,15.729999542236328,1.5,0.5769230769230769,11.813197135925291,7.1428433721932265,4.5147411823272705,,,0,0,0,-0.008032046237461232,-0.02755914004431781,-0.04263578826411618,0.9172590435416604,4.652532686897067,4.376949677757474,-0.04811536950079982,,,,,,stable,,0.0,0.0,0.0,0.0,-0.003597098323296,-0.0390386899408201,-0.0395494450170984,-0.1133604099342597,-0.0018763369472067,-0.1133604099342597,-0.0392054826100736,-0.1214574376748448,-0.0177549271087094,13.15,
