Date,close,volume,tasi,oil,vix,repo_rate,saibor_3m,alrajhi,rsi,ma20,ma50,ma200,above_ma20,above_ma50,above_ma200,ret_1d,ret_5d,ret_20d,vol_ratio,bb_upper,bb_lower,bb_pct,high_52w,low_52w,dist_from_high,dist_from_low,rate_change_3m,rate_regime,saibor_change_3m,saibor_rising,vix_high,oil_bull,oil_bear,tasi_20d,rs_vs_tasi_20d,rs_vs_alrajhi,fwd_30d,fwd_30d_vs_tasi,fwd_60d,fwd_60d_vs_tasi,fwd_90d,fwd_90d_vs_tasi
2010-03-04,7.795813083648682,1535240,6478.580078125,78.54000091552734,18.71999931335449,1.5,0.6414835164835164,11.08173370361328,,,,,0,0,0,,,,,,,,,,,,,stable,,0,0,0,0,,,,0.0575269871163413,-0.006091915680224158,-0.17859943158620362,-0.08347518953012523,-0.1341360529279917,-0.06897209465564413
2010-03-07,7.83108377456665,1808842,6478.580078125,78.54000091552734,18.71999931335449,1.5,0.6373626373626373,11.26459789276123,,,,,0,0,0,0.0045243120299982564,,,,,,,,,,,,stable,,0,0,0,0,,,,0.05963043353965203,-0.0039884692569134295,-0.18229896621032016,-0.08717472415424177,-0.12405786698912558,-0.05889390871677802
2010-03-08,7.86635684967041,2270710,6553.990234375,80.47000122070312,17.790000915527344,1.5,0.635989010989011,11.22802448272705,,,,,0,0,0,0.004504239275069155,,,,,,,,,,,,stable,,0,0,0,0,,,,0.04576556169851065,0.0002345710657167821,-0.1859655720519422,-0.11982720453191698,-0.116389542646257,-0.0649262314418172
2010-03-09,7.901636123657227,2331557,6530.10009765625,79.91000366210938,17.920000076293945,1.5,0.6346153846153846,11.33774471282959,,,,,0,0,0,0.004484830101280535,,,,,,,,,,,,stable,,0,0,0,0,,,,0.04109642113068834,0.012844213149991957,-0.17574708531783245,-0.08936554909491046,-0.12264379577443196,-0.07464603600138575
2010-03-10,7.901636123657227,3115827,6565.9501953125,80.4800033569336,18.56999969482422,1.5,0.6332417582417582,11.301172256469728,,,,,0,0,0,0.0,,,,,,,,,,,,stable,,0,0,0,0,,,,-0.045094808185803914,-0.07009803193736419,-0.18267318941384825,-0.09668863337760958,-0.12264379577443196,-0.06306217402884073
2010-03-11,7.883998394012451,1138180,6565.9501953125,80.27999877929688,18.059999465942383,1.5,0.6318681318681318,11.33774471282959,,,,,0,0,0,-0.002232161715466585,0.011311881059428375,,,,,,,,,,,stable,,0,0,0,0,,,,-0.03386530363628326,-0.05886852738784354,-0.1808447023193439,-0.09486014628310524,-0.1183667440972791,-0.05878512235168787
2010-03-14,7.86635684967041,2157907,6565.9501953125,80.27999877929688,18.059999465942383,1.5,0.6277472527472527,11.374316215515137,,,,,0,0,0,-0.0022376392612457607,0.004504239275069155,,,,,,,,,,,stable,,0,0,0,0,,,,-0.03169859439438061,-0.056701818145940885,-0.20451858180295912,-0.11853402576672045,-0.12102828002225385,-0.061446658276662625
2010-03-15,7.901636123657227,3561627,6578.10009765625,77.88999938964844,18.0,1.5,0.6263736263736264,11.447464942932127,,,,,0,0,0,0.004484830101280535,0.004484830101280535,,,,,,,,,,,stable,,0,0,0,0,,,,-0.03602187251749023,-0.08942632053017208,-0.2011439066915488,-0.11146452919390537,-0.12033469209818726,-0.052412300171080006
2010-03-16,7.901636123657227,3385882,6613.56005859375,79.0199966430664,17.690000534057617,1.5,0.625,11.410889625549316,,,,,0,0,0,0.0,0.0,,,,,,,,,,,stable,,0,0,0,0,,,,-0.03375344247384515,-0.07890459565544095,-0.1988354668282991,-0.10604884405523385,-0.11340834661562793,-0.031015482345508216
2010-03-17,7.901636123657227,0,6674.41015625,81.95999908447266,16.90999984741211,1.5,0.6236263736263736,11.410889625549316,,,,,0,0,0,0.0,0.0,,,,,,,,,,,stable,,0,0,0,0,,,,-0.03375344247384515,-0.06275376670661614,-0.18960007801613088,-0.10518360336276444,-0.11571702786542126,-0.02814974517599822
