Date,close,volume,tasi,oil,vix,repo_rate,peer_1180,peer_1050,peer_1060,peer_1080,peer_1010,ret_1d,ret_5d,ret_20d,rsi,ma20,ma50,ma200,above_ma20,above_ma50,above_ma200,ma50_above_ma200,vol_20d,high_52w,low_52w,dist_from_high,dist_from_low,bb_upper,bb_lower,bb_pct,vol_ratio,rs_vs_tasi_20d,rate_change_3m,rate_regime,vix_regime,vix_high,vix_elevated,oil_change_3m,oil_bull,oil_bear,fwd_30d,fwd_30d_vs_tasi,fwd_60d,fwd_60d_vs_tasi,fwd_90d,fwd_90d_vs_tasi,pe_hist,pb_hist
2010-03-22,11.886344909667969,6205250,6692.60986328125,80.54000091552734,16.8700008392334,1.5,,8.060249328613281,14.189948081970217,7.980827331542969,,0.0061920386920681,0.0383386163594947,,,,,,0,0,0,0,,,,,,,,,,,,stable,normal,0,0,,0,0,0.0246154122648296,-0.0051353659263377,-0.0276922585651685,0.0249897422278878,-0.042955097893601,0.028075470527943,2.64,
2010-03-23,11.849769592285156,6537192,6738.830078125,80.69999694824219,16.350000381469727,1.5,,8.0771484375,14.043356895446776,8.032424926757812,,-0.0030770869986335,0.0384615031025428,,86.20662680393858,,,,0,0,0,0,,,,,,,,,,,,stable,normal,0,0,,0,0,0.0246917117410616,0.0028407378638615,-0.0185183009233356,0.0430472643161332,-0.0211158866398012,0.0477209704161892,2.63,
2010-03-24,11.92292022705078,5850529,6756.97998046875,79.62000274658203,17.549999237060547,1.5,,8.060249328613281,14.072675704956056,8.101228713989258,,0.0061731693764954,0.0448721018521651,,87.09656526369115,,,,0,0,0,0,,,,,,,,,,,,stable,normal,0,0,,0,0,0.0153372780610729,0.0063273530667005,-0.0306749560553403,0.0300829624599102,-0.0114804023135973,0.0610623495210759,2.65,
2010-03-25,12.032634735107422,8006724,6756.97998046875,79.61000061035156,18.39999961853028,1.5,,8.043354034423828,14.27790355682373,8.118430137634277,,0.0092019829007763,0.021738748419164,,86.206639206367,,,,0,0,0,0,,,,,,,,,,,,stable,normal,0,0,,0,0,-0.006078639741583,-0.0150885647359555,-0.0425528559105191,0.0182050626047314,-0.020493801602456,0.0520489502322172,2.67,
2010-03-28,12.398371696472168,10114959,6756.97998046875,79.61000061035156,18.39999961853028,1.5,,8.026453971862793,14.365856170654297,8.015231132507324,,0.0303954179127237,0.0495356636999897,,92.1050789677379,,,,0,0,0,0,,,,,,,,,,,,stable,normal,0,0,,0,0,-0.0353981170919728,-0.0444080420863453,-0.0737466285300678,-0.0129887100148172,-0.0433715737731272,0.029171178061546,2.75,
2010-03-29,12.398371696472168,0,6770.0498046875,81.16999816894531,17.59000015258789,1.5,,8.026453971862793,14.365856170654297,8.015231132507324,,0.0,0.0430768912306871,,91.42837346731714,,,,0,0,0,0,,,,,,,,,,,,stable,normal,0,0,,0,0,-0.0324483381004081,-0.0310702699749284,-0.070796388022585,-0.0236224915048486,-0.0433715737731272,0.0212660023156057,2.75,
2010-03-30,12.398371696472168,0,6814.990234375,81.27999877929688,17.1299991607666,1.5,,8.026453971862793,14.365856170654297,8.015231132507324,,0.0,0.046296436391825,,94.11736284468589,11.637645959854126,,,1,0,0,0,,,,,,12.50299839163892,10.772293528069332,0.9395467723185574,0.0,,,stable,normal,0,0,,0,0,-0.0294987898668026,-0.0111304325432899,-0.0678465321117006,-0.0016042611528338,-0.0433715737731272,0.0319975931741611,2.75,
2010-03-31,12.581236839294434,7641287,6801.009765625,82.69999694824219,17.59000015258789,1.5,,7.975763320922852,14.27790355682373,7.980827331542969,,0.0147491257157823,0.0552143769904676,0.1353130453939919,94.73658207210038,11.712621116638184,,,1,0,0,0,0.1623475541860821,,,,,12.6332462219602,10.791996011316169,0.971753223779632,1.5035853979931184,0.0855444720936962,,stable,normal,0,0,,0,0,-0.0552324019094958,-0.0391583440877741,-0.0959302045733511,-0.0286549665500451,-0.0632049569816158,0.0103973228958265,2.79,
2010-04-01,12.508091926574709,8396620,6801.009765625,84.01000213623047,17.469999313354492,1.5,,7.941967010498047,14.13131046295166,7.860426902770996,,-0.0058138093777294,0.0395139719549579,0.1287125517640217,89.74348345272391,11.783939027786255,,,1,0,0,0,0.1666488905406694,,,,,12.719651002043054,10.848227053529456,0.8869528865245211,1.5261379352700295,0.078943978463726,,stable,normal,0,0,,0,0,-0.0497075829436283,-0.0336335251219066,-0.0935672059827604,-0.0262919679594545,-0.0577267599824181,0.0158755198950242,2.78,
2010-04-04,12.508091926574709,0,6801.009765625,84.01000213623047,17.469999313354492,1.5,,7.941967010498047,14.13131046295166,7.860426902770996,,0.0,0.0088495677326532,0.1103895625615329,89.18906347783458,11.84611372947693,,,1,0,0,0,0.1632798098680358,,,,,12.801570479423097,10.890656979530762,0.8464197605674337,0.0,0.0606209892612372,,stable,normal,0,0,,0,0,-0.0701753663647763,-0.0541013085430547,-0.0935672059827604,-0.0262919679594545,-0.0547449103878296,0.0188573694896126,2.78,
2010-04-05,12.508091926574709,0,6805.31982421875,85.87999725341797,17.020000457763672,1.5,,7.941967010498047,14.13131046295166,7.860426902770996,,0.0,0.0088495677326532,0.1140064706678263,91.6666666666668,11.91011710166931,,,1,0,0,0,0.161422243098788,,,,,12.862732978116243,10.957501225222378,0.8138593633016725,0.0,0.0756589021094307,,stable,normal,0,0,,0,0,-0.0701753663647763,-0.0244405950192606,-0.0935672059827604,-0.0196926844202908,-0.0577267599824181,0.0139304016117075,2.78,
2010-04-06,12.288652420043944,7789990,6759.47021484375,86.1500015258789,16.229999542236328,1.5,,7.92506742477417,14.21926498413086,7.808826923370361,,-0.0175438034689002,-0.0088494908133335,0.0838709753394184,78.57147735237922,11.95766248703003,,,1,0,0,0,0.1798194622094028,,,,,12.884568301884002,11.030756672176055,0.6785456125690932,1.519219393260245,0.0487459215489223,,stable,normal,0,0,,0,0,-0.0624999902992381,-0.032559719144655,-0.0773809588481267,0.0148763234153641,-0.0439356037047906,0.0293631066187968,2.73,
2010-04-07,12.032634735107422,7536582,6774.97998046875,85.58999633789062,16.6200008392334,1.5,,7.908169269561768,14.16062831878662,7.860426902770996,,-0.0208336663928204,-0.0436047831540367,0.0647244783140921,58.97418582276213,11.994235610961914,,,1,0,0,0,0.1991506901380011,,,,,12.868291239436791,11.120179982487036,0.5219660642266615,1.416767102546448,0.0328890578588048,,stable,normal,0,0,,0,0,-0.021276229811973,0.0339150656535419,-0.0790268343075115,0.0215225720092016,-0.029792983064614,0.0568507808014432,2.67,
2010-04-08,12.178932189941406,4624067,6774.97998046875,84.80999755859375,16.479999542236328,1.5,,7.89127254486084,14.13131046295166,7.7916259765625,,0.0121583890855703,-0.0263157433256442,0.0741935454023712,61.90474120991594,12.036294984817506,,,1,0,0,0,0.2016657281880211,,,,,12.856644795479117,11.215945174155896,0.5869368184584963,0.865585074759101,0.0423581249470839,,stable,normal,0,0,,0,0,-0.0480480224166002,0.0071432730489148,-0.0960961231384492,0.0044532831782638,-0.0536971979876177,0.0329465658784395,2.7,
2010-04-11,12.398371696472168,8075185,6774.97998046875,84.80999755859375,16.479999542236328,1.5,,7.941967010498047,14.1019926071167,7.808826923370361,,0.0180179594654446,-0.0087719398567441,0.0900322675714051,65.2173198307357,12.087497758865355,,,1,0,0,0,0.20797901610554,,,,,12.860335970164764,11.314659547565949,0.7011248493291528,1.445680243480275,0.0581968471161178,,stable,normal,0,0,,0,0,-0.0796461095938775,-0.0244548141283624,-0.1091445148640816,-0.0085951085473684,-0.0794708873835777,0.0071728764824795,2.75,
2010-04-12,12.471516609191896,7399926,6883.14013671875,84.7699966430664,15.579999923706056,1.5,,8.060249328613281,14.1019926071167,7.894827365875244,,0.0058995579831293,-0.002924132441424,0.0894566326575245,68.08506860935474,12.138700342178344,,,1,0,0,0,0.2079187458005117,,,,,12.867429468113924,11.409971216242765,0.728353893901431,1.3204675797476042,0.0430845746872932,,stable,normal,0,0,,0,0,-0.0821112378189041,0.0204422657707021,-0.1231671626011207,0.0007327283731384,-0.0699165494982808,0.0354278257801093,2.77,
2010-04-13,12.398371696472168,5875508,6883.81005859375,84.72000122070312,16.200000762939453,1.5,,7.941967010498047,14.1019926071167,7.7916259765625,,-0.0058649573273084,0.0089285035232391,0.0865385700262888,63.82974237771472,12.188074445724489,,,1,0,0,0,0.2094184483527926,,,,,12.838812308893509,11.537336582555463,0.6615836903385002,1.0209826284529897,0.0456755556126171,,stable,normal,0,0,,0,0,-0.0737466285300678,0.0894594987317087,-0.1179942364353741,-0.0078691644661653,-0.0644294682528968,0.0404616148570071,2.75,
2010-04-14,12.361799240112305,7431109,6890.740234375,86.1500015258789,15.59000015258789,1.5,,7.908169269561768,14.072675704956056,7.722825527191162,,-0.0029497789915646,0.0273559791559603,0.0833335213789006,60.00011589164129,12.235619926452635,,,1,0,0,0,0.2104697884499878,,,,,12.77703843291009,11.694201419995183,0.6165265983289615,1.2129821629271829,0.0509216568005115,,stable,normal,0,0,,0,0,-0.0710063024377025,0.07824183938759,-0.0976332415439682,0.0234466496936782,-0.0646787148501429,0.0470190345355674,2.74,
2010-04-15,12.398371696472168,4426693,6890.740234375,87.16999816894531,15.890000343322754,1.5,,7.772988319396973,14.072675704956056,7.6884260177612305,,0.0029585059302039,0.0180179594654446,0.0527949246749877,50.0,12.26670722961426,,,1,0,0,0,0.1827179622355546,,,,,12.766995665361115,11.766418793867402,0.631588557170379,0.7748672757402303,0.0203830600965986,,stable,normal,0,0,,0,0,-0.1209440923462584,0.028304049479034,-0.1150441497665306,0.0060357414711158,-0.0764624958703938,0.0352352535153165,2.75,
2010-04-18,12.288652420043944,4112142,6890.740234375,87.16999816894531,15.890000343322754,1.5,,7.908169269561768,14.014037132263184,7.619626522064209,,-0.0088494908133335,-0.0088494908133335,0.0402478074858108,46.153866726395584,12.29047999382019,,,0,0,0,0,0.1871858710835401,,,,,12.742930110854353,11.83802987678603,0.4979803588202978,0.7475007012803224,0.0078359429074217,,stable,normal,0,0,,0,0,-0.1130954385776478,0.0361527032476447,-0.0892858888994259,0.0317940023382206,-0.0712519399583377,0.0404458094273726,2.73,
2010-04-19,11.959492683410645,9362354,6852.39990234375,84.2300033569336,17.34000015258789,1.5,,7.874373912811279,14.014037132263184,7.619626522064209,,-0.0267856657819053,-0.0410554659730697,0.0061539332989724,37.500013581096006,12.294137382507325,,,0,0,0,0,0.2123909143470466,,,,,12.733835285615529,11.85443947939912,0.1194606606819224,1.654405775138655,-0.0177216611741466,,stable,normal,0,0,,0,0,-0.088685266709605,0.0181210921198281,-0.0550458488807047,0.0377245258917628,-0.0488086659181016,0.0600072107047313,2.65,
2010-04-20,11.813197135925291,7335956,6714.58984375,84.80000305175781,15.729999542236328,1.5,,7.840578556060791,14.1019926071167,7.636826992034912,,-0.0122325880669071,-0.0471976945741497,-0.0030863432470177,27.659605159205725,12.29230875968933,,,0,0,0,0,0.2168145078654996,,,,,12.740019093453558,11.844598425925104,-0.0350687572205425,1.2872398227013035,0.0005107550762782,,stable,normal,0,0,,0,0,-0.0433434635487828,0.0681406094382701,-0.021242613748972,0.052912313575214,-0.0370290388297117,0.0666734717364236,2.62,
2010-04-21,11.66690731048584,4789866,6730.1201171875,85.69999694824219,16.31999969482422,1.5,,7.772988319396973,14.21926498413086,7.568026542663574,,-0.0123835930067202,-0.0562128470240511,-0.0214723332614518,26.53066871866264,12.279508113861084,,,0,0,0,0,0.2197184744948243,,,,,12.782868094497548,11.77614813322462,-0.1085116287956111,0.848372259300138,-0.0174972048225798,,stable,normal,0,0,,0,0,-0.062696308105871,0.045584112107422,-0.0089701028451142,0.0735514380994761,-0.0313479905692818,0.0769531794129705,2.59,
2010-04-22,11.703476905822754,5457125,6730.1201171875,85.66999816894531,16.469999313354492,1.5,,7.604009628295898,14.27790355682373,7.636826992034912,,0.0031344720896211,-0.0560472623068026,-0.0273554243547582,27.999908213437152,12.263050222396853,,,0,0,0,0,0.2170232053937544,,,,,12.8191573261804,11.706943118613305,-0.0031164974938877,0.9888839719650838,-0.0233802959158863,,stable,normal,0,0,,0,0,-0.0624998319342795,0.0457805882790135,-0.0248144045156508,0.0577071364289395,-0.0343747160707903,0.073926453911462,2.6,
2010-04-25,11.703476905822754,0,6730.1201171875,85.66999816894531,16.469999313354492,1.5,,7.604009628295898,14.27790355682373,7.636826992034912,,0.0,-0.0476191769625377,-0.0560472623068026,27.999908213437152,12.22830548286438,,,0,0,0,0,0.1821727360035068,,,,,12.83348109607973,11.62312986964903,0.0663832401861276,0.0,-0.0520721338679307,,stable,normal,0,0,,0,0,-0.0749998472129814,0.0332805730003116,-0.0375618125348099,0.0449597284097804,-0.0280011750340307,0.0802999949482216,2.6,
2010-04-26,11.703476905822754,0,6929.39990234375,86.83000183105469,17.469999313354492,1.5,,7.604009628295898,14.27790355682373,7.636826992034912,,0.0,-0.0214069095040307,-0.0560472623068026,31.818076761015448,12.19356074333191,,,0,0,0,0,0.1821727360035068,,,,,12.836253567268049,11.55086791939577,0.1187262256114341,0.0,-0.0795847697481686,,stable,normal,0,0,,0,0,-0.0749998472129814,0.0608300572271055,-0.0375618125348099,0.0776141202882194,-0.0248144045156508,0.0989596162635373,2.6,
2010-04-27,12.361799240112305,4771186,6912.169921875,85.77999877929688,22.809999465942383,1.5,,7.772988319396973,14.043356895446776,7.585226058959961,,0.0562501502405683,0.0464397654483095,-0.0029497789915646,58.18195179306289,12.191732120513915,,,1,0,0,0,0.2779523861083336,,,,,12.832175486883903,11.551288754143926,0.6327729573985001,0.9085758485007788,-0.0172094747736397,,stable,normal,0,1,,0,0,-0.118343400230484,0.0136353815320944,-0.0827816945251787,0.0392523453009771,-0.0797645569616346,0.0368052046482523,2.74,
2010-04-28,12.252077102661133,5920643,6867.97021484375,86.16000366210938,21.07999992370605,1.5,,7.806783199310303,13.896766662597656,7.654026508331299,,-0.0088759035250417,0.0501563762017172,-0.0261627486103155,51.85181429415786,12.175274133682253,,,1,0,0,0,0.2739420883958818,,,,,12.789972499688629,11.560575767675877,0.5624720783608568,1.1462457288591548,-0.0360084114642633,,stable,normal,0,1,,0,0,-0.1044774307060959,0.0057429416448085,-0.0837003513752454,0.0295820297640487,-0.0623910173972078,0.0408388974525145,2.72,
2010-04-29,12.14236068725586,6348258,6867.97021484375,86.9000015258789,18.440000534057617,1.5,,7.789887428283691,13.867448806762695,7.619626522064209,,-0.0089549236824051,0.0375002902953351,-0.029239570788716,43.1372789626937,12.156987571716307,,,0,0,0,0,0.2748712611881179,,,,,12.751423975340694,11.562551168091924,0.4876968466506536,1.253895277334542,-0.0390852336426639,,stable,normal,0,0,,0,0,-0.0813255349355506,0.0288948374153539,-0.0754208153382591,0.037861565801035,-0.0477754491215492,0.0554544657281731,2.69,
2010-05-02,12.14236068725586,0,6867.97021484375,86.9000015258789,18.440000534057617,1.5,,7.789887428283691,13.867448806762695,7.619626522064209,,0.0,0.0375002902953351,-0.029239570788716,40.816396037117,12.138701009750369,,,1,0,0,0,0.2748712611881179,,,,,12.709699441135214,11.56770257836552,0.5032046300868258,0.0,-0.0390852336426639,,stable,normal,0,0,,0,0,-0.0602412562554055,0.0499791160954989,-0.0600623396387172,0.053220041500577,-0.0385603794100433,0.0646695354396791,2.69,
2010-05-03,12.178932189941406,3622761,6891.72021484375,88.94000244140625,20.190000534057617,1.5,,7.874373912811279,13.867448806762695,7.671227931976318,,0.0030118939494139,0.040625131142191,-0.0263157433256442,43.74998302356547,12.1222430229187,,,1,0,0,0,0.2752740285756036,,,,,12.666773304880763,11.577712740956638,0.5520532731608992,0.6908435198078219,-0.0390117506929275,,stable,normal,0,1,,0,0,-0.0510510287117157,0.0290001649654797,-0.0659471928194713,0.0319224555917115,-0.0383852330082308,0.0465558438883479,2.7,
2010-05-04,12.14236068725586,2725968,6886.080078125,88.94000244140625,23.84000015258789,1.5,,7.857477188110352,13.80881404876709,7.654026508331299,,-0.0030028496846177,-0.0177513441687677,-0.0119046196269225,43.7500067905775,12.114928436279296,,,1,0,0,0,0.2685755182888306,,,,,12.653949069081865,11.575907803476728,0.5254463830391174,0.5462022772073416,-0.0306353572819559,,stable,normal,0,1,,0,0,-0.0421687929835783,0.0394639903176523,-0.0447037853980792,0.044044802460182,-0.0293452311574412,0.0548463543923246,2.69,
2010-05-05,12.105785369873049,4510118,6817.85986328125,82.61000061035156,24.90999984741211,1.5,,7.941967010498047,13.838130950927734,7.722825527191162,,-0.0030122081137977,-0.0119401577024282,0.0060793530574143,41.66664403144526,12.118585968017578,,,0,0,0,0,0.2578868897267909,,,,,12.65624643491978,11.580925501115376,0.4880960206928714,0.931949765089197,-0.0002497996391421,,stable,normal,0,1,,0,0,-0.0453171917456631,0.0238276618195901,-0.026412583241189,0.054411871314598,-0.026412583241189,0.0486153280702741,2.69,
2010-05-06,11.959492683410645,6043027,6817.85986328125,79.83000183105469,32.79999923706055,1.5,,7.941967010498047,13.57426643371582,7.740026950836182,,-0.0120845266946888,-0.0150603336991254,-0.0180179594654444,40.816299379662745,12.10761399269104,,,0,0,0,0,0.2576161190791626,,,,,12.64903230859558,11.5661956767865,0.3632099201955048,1.2306609987544272,-0.024347112162001,,stable,high_fear,1,1,,0,0,-0.036697285748495,0.0324475678167582,-0.0145033223323876,0.0663211322233994,-0.0145033223323876,0.0605245889790755,2.65,
2010-05-09,11.959492683410645,0,6817.85986328125,79.83000183105469,32.79999923706055,1.5,,7.941967010498047,13.57426643371582,7.740026950836182,,0.0,-0.0150603336991254,-0.0353981170919728,50.0,12.085670042037965,,,0,0,0,0,0.2479297622428879,,,,,12.612858145157242,11.558481938918687,0.3803298501229909,0.0,-0.0417272697885293,,stable,high_fear,1,1,,0,0,-0.0397557916043913,0.0293890619608619,-0.0082660596277466,0.0725583949280403,-0.0145033223323876,0.0506564211807615,2.65,
2010-05-10,11.996065139770508,7255962,6760.72021484375,80.12000274658203,28.84000015258789,1.5,,7.92506742477417,13.310402870178224,7.70562744140625,,0.0030580274036702,-0.0150150314755778,-0.0381229873094155,56.756853898376114,12.061897468566894,,,0,0,0,0,0.2469798708118024,,,,,12.55777593764916,11.566018999484628,0.4336205008878249,1.6126389058107713,-0.0203375115754639,,stable,normal,0,1,,0,0,-0.0396341109547455,0.0062249142984782,-0.0112895632376606,0.0520572409372771,-0.0175078103721615,0.0426248420884307,2.66,
2010-05-11,12.032634735107422,4887083,6689.81005859375,80.48999786376953,28.31999969482422,1.5,,7.874373912811279,13.48631763458252,7.7916259765625,,0.0030484658853406,-0.0090366243413936,-0.0294987898668026,64.70576054520063,12.043610620498658,11.949982471466065,,0,1,0,0,0.2470746712228105,,,,,12.513539314250036,11.57368192674728,0.4883217544095711,1.0982178016554134,-0.0013167223273576,,stable,normal,0,1,,0,0,-0.039513337896441,0.0092563956309159,-0.0142944529707702,0.04377295963663,-0.0390920852694574,0.0110782304604113,2.67,
2010-05-12,11.886344909667969,4927505,6691.68994140625,81.19999694824219,25.520000457763672,1.5,,7.908169269561768,13.544951438903809,7.740026950836182,,-0.0121577550270537,-0.0181269082096224,-0.0384615800021693,56.75685389837604,12.01983790397644,11.966074695587158,,0,0,0,0,0.2499935526692119,,,,,12.4696664811235,11.570009326829384,0.3516179261496418,1.139351679146592,-0.0095749457366993,,stable,normal,0,1,,0,0,-0.0430770516962168,0.0089605844781397,-0.0084386415116622,0.050029399211363,-0.0241279982181907,0.0263091512284067,2.64,
2010-05-13,11.886344909667969,3183658,6691.68994140625,80.11000061035156,26.68000030517578,1.5,,7.941967010498047,13.69153881072998,7.6884260177612305,,0.0,-0.0061162940334534,-0.0412979058330612,56.75685389837604,11.99423656463623,11.982166919708252,,0,0,0,0,0.2494597696797106,,,,,12.41037578294871,11.57809734632375,0.3703659133525296,0.7468675931290748,-0.0124112715675912,,stable,normal,0,1,,0,0,-0.0461538177637909,0.0058838184105657,-0.0084386415116622,0.050029399211363,-0.0209900947837791,0.0197903566579686,2.64,
2010-05-16,11.630331993103027,3366693,6691.68994140625,80.11000061035156,26.68000030517578,1.5,,7.840578556060791,13.339725494384766,7.619626522064209,,-0.0215384054989611,-0.0275229643113712,-0.0535714091699048,47.72731313404284,11.961320543289183,11.989481601715088,,0,0,0,0,0.2580060220217524,,,,,12.383506043769495,11.539135042808876,0.108005782044149,0.7967734430578025,-0.0246847749044348,,stable,normal,0,1,,0,0,-0.0251572595216496,0.026880376652707,0.0165950174030344,0.0750630581260598,0.0069739236149177,0.0453483912473101,2.58,
2010-05-17,11.630331993103027,6844967,6494.080078125,75.0999984741211,30.84000015258789,1.5,,7.840578556060791,13.310402870178224,7.6884260177612305,,0.0,-0.0304877593115902,-0.0275229643113712,11.537933074913369,11.944862508773804,11.997527751922608,,0,0,0,0,0.2417465577342873,,,,,12.39225861871513,11.497466398832476,0.1484876503373872,1.669691966325578,0.0247681788392485,,stable,high_fear,1,1,,0,0,-0.0251572595216496,0.0043311357085014,0.013388122805146,0.0405528873488154,0.013388122805146,0.0225010649107716,2.58,
2010-05-18,11.520611763000488,10086572,6557.08984375,74.43000030517578,33.54999923706055,1.5,,7.806783199310303,13.25177001953125,7.619626522064209,,-0.0094339723206186,-0.0425528559105191,-0.0247676703908561,11.53795621828874,11.930233240127563,12.001185092926026,,0,0,0,0,0.2402655121682495,,,,,12.41345666911143,11.447009811143698,0.0761572674689664,2.3805537676322337,-0.0013112860598605,,stable,high_fear,1,1,,0,0,-0.0158730329545686,0.0483673527205266,0.0198020121625097,0.0644986817383207,0.0327518408786182,0.0513866231246961,2.56,
2010-05-19,11.776625633239746,7256790,6401.06005859375,73.69000244140625,35.31999969482422,1.5,,7.840578556060791,13.25177001953125,7.602427005767822,,0.0222222461363961,-0.0092306993665463,0.0094042336871309,33.33310154743165,11.93571915626526,12.010694160461426,,0,0,0,0,0.2500041440000719,,,,,12.40873880360832,11.4626995089222,0.3318320138295126,1.6642426623626123,0.0582978719675816,,stable,high_fear,1,1,,0,0,-0.0590060303577215,-0.0109983112993472,-0.0087018968089481,0.0245878773533667,0.0103006902677182,0.0024301372106723,2.61,
