Date,close,volume,tasi,oil,vix,repo_rate,alrajhi,rsi,ma20,ma50,ma200,above_ma20,above_ma50,above_ma200,ret_1d,ret_20d,vol_ratio,bb_pct,high_52w,dist_from_high,rate_change_3m,rate_regime,vix_high,oil_bull,oil_bear,tasi_20d,rs_vs_tasi_20d,fwd_30d,fwd_30d_vs_tasi,fwd_60d,fwd_60d_vs_tasi,fwd_90d,fwd_90d_vs_tasi,pe_hist,pb_hist,ret_5d,bb_upper,bb_lower,low_52w
2010-03-03,1.627787709236145,1776239,6478.580078125,79.25,18.82999992370605,1.5,11.08173370361328,,,,,0,0,0,,,,,,,,stable,0.0,0.0,0.0,,,0.0528846368618731,-0.0107342659346922,-0.0288461855339116,0.0662780565221667,-0.0216346208419514,0.0435293374303961,1.8,,,,,
2010-03-04,1.627787709236145,0,6478.580078125,78.54000091552734,18.71999931335449,1.5,11.08173370361328,,,,,0,0,0,0.0,,,,,,,stable,0.0,0.0,0.0,,,0.0721151342820984,0.008496231485533,-0.0600961283199045,0.0350281137361738,-0.019230570654154,0.0459333876181935,1.8,,,,,
2010-03-07,1.6512653827667236,1413732,6478.580078125,78.54000091552734,18.71999931335449,1.5,11.26459789276123,,,,,0,0,0,0.014423056149991398,,,,,,,stable,0.0,0.0,0.0,,,0.0853080079452386,0.0216891051486731,-0.0734596715030474,0.0216645705530309,-0.0023694362718308,0.0627945220005167,1.83,,,,,
2010-03-08,1.6473528146743774,3046785,6553.990234375,80.47000122070312,17.790000915527344,1.5,11.22802448272705,,,,,0,0,0,-0.002369436271830838,,,,,,,stable,0.0,0.0,0.0,,,0.0807597685997036,0.0352287779669098,-0.0712590790778809,-0.0051207115578557,0.009501196070887,0.0609645072753268,1.82,,,,,
2010-03-09,1.6395268440246582,938079,6530.10009765625,79.91000366210938,17.920000076293945,1.5,11.33774471282959,,,,,0,0,0,-0.004750634217519534,,,,,,,stable,0.0,0.0,0.0,,,0.0906920264069519,0.0624398184262555,-0.0334128824486955,0.0529686537742264,0.0238663342191296,0.0718640939921758,1.82,,,,,
2010-03-10,1.627787709236145,2278786,6565.9501953125,80.4800033569336,18.56999969482422,1.5,11.301172256469728,,,,,0,0,0,-0.007160074768703617,,,,,,,stable,0.0,0.0,0.0,,,0.0889423870877452,0.0639391633361849,-0.043269388151761,0.0427151678844776,0.0312501624877799,0.0908317842333711,1.8,,0.0,,,
2010-03-11,1.627787709236145,828533,6565.9501953125,80.27999877929688,18.059999465942383,1.5,11.33774471282959,,,,,0,0,0,0.0,,,,,,,stable,0.0,0.0,0.0,,,0.0961540250136343,0.071150801262074,-0.0408653379639635,0.0451192180722751,0.0793271383776326,0.1389087601232238,1.8,,0.0,,,
2010-03-14,1.6434394121170044,1952519,6565.9501953125,80.27999877929688,18.059999465942383,1.5,11.374316215515137,,,,,0,0,0,0.009615321944041577,,,,,,,stable,0.0,0.0,0.0,,,0.0857145302658048,0.0607113065142446,-0.0261903071114244,0.0597942489248142,0.0714286180591576,0.1310102398047489,1.82,,-0.0047393778924903485,,,
2010-03-15,1.6434394121170044,1616586,6578.10009765625,77.88999938964844,18.0,1.5,11.447464942932127,,,,,0,0,0,0.0,,,,,,,stable,0.0,0.0,0.0,,,0.0857145302658048,0.032310082253123,-0.0333334808241506,0.0563458966734927,0.0928574138326607,0.160779805759768,1.82,,-0.0023755703832919473,,,
2010-03-16,1.6356133222579956,789039,6613.56005859375,79.0199966430664,17.690000534057617,1.5,11.410889625549316,,,,,0,0,0,-0.00476201909319407,,,,,,,stable,0.0,0.0,0.0,,,0.1004786334977561,0.0553274803161603,-0.0167464510635494,0.0760401717095158,0.0980865228203102,0.18047938709043,1.81,,-0.002386982427842299,,,
2010-03-17,1.6356133222579956,0,6674.41015625,81.95999908447266,16.90999984741211,1.5,11.410889625549316,,,,,0,0,0,0.0,,,,,,,stable,0.0,0.0,0.0,,,0.0956939019580818,0.0666935777253108,-0.0167464510635494,0.067670023589817,0.0837323282012874,0.1712996108907104,1.81,,0.004807514504162835,,,
2010-03-18,1.627787709236145,3244585,6674.41015625,81.4800033569336,16.6200008392334,1.5,11.776625633239746,,,,,0,0,0,-0.0047845128890532385,,,,,,,stable,0.0,0.0,0.0,,,0.100961466283868,0.071961142051097,0.0,0.0844164746533664,0.112980911649636,0.2005481943390591,1.8,,0.0,,,
2010-03-21,1.6473528146743774,5017265,6674.41015625,81.4800033569336,16.6200008392334,1.5,11.813197135925291,,,,,0,0,0,0.012019445365768044,,,,,,,stable,0.0,0.0,0.0,,,0.087885683743907,0.058885359511136,-0.0071262769649634,0.0772901976884029,0.1068881482498333,0.1944554309392564,1.82,,0.0023812271559995324,,,
2010-03-22,1.6434394121170044,883066,6692.60986328125,80.54000091552734,16.8700008392334,1.5,11.886344909667969,,,,,0,0,0,-0.0023755703832919473,,,,,,,stable,0.0,0.0,0.0,,,0.0833333031098051,0.0535825249186376,-0.004762019093194,0.0479199816998623,0.0999999347171791,0.1710305031387232,1.82,,0.0,,,
2010-03-23,1.627787709236145,1998239,6738.830078125,80.69999694824219,16.350000381469727,1.5,11.849769592285156,50.0,,,,0,0,0,-0.009523748040518032,,,,,,,stable,0.0,0.0,0.0,,,0.0793271383776326,0.0574761645004324,0.012019445365768,0.0735850106052369,0.1057692004898178,0.1746060575458083,1.8,,-0.0047845128890532385,,,
2010-03-24,1.627787709236145,3814932,6756.97998046875,79.62000274658203,17.549999237060547,1.5,11.92292022705078,50.0,,,,0,0,0,0.0,,,,,,,stable,0.0,0.0,0.0,,,0.069711816433591,0.0607018914392185,0.0096153219440415,0.0703732404592921,0.1250002105475458,0.1975429623822191,1.8,,-0.0047845128890532385,,,
