Date,close,volume,tasi,oil,vix,repo_rate,saibor_3m,alrajhi,rsi,ma20,ma50,ma200,above_ma20,above_ma50,above_ma200,ret_1d,ret_5d,ret_20d,vol_ratio,bb_upper,bb_lower,bb_pct,high_52w,low_52w,dist_from_high,dist_from_low,rate_change_3m,rate_regime,saibor_change_3m,saibor_rising,vix_high,oil_bull,oil_bear,tasi_20d,rs_vs_tasi_20d,rs_vs_alrajhi,fwd_30d,fwd_30d_vs_tasi,fwd_60d,fwd_60d_vs_tasi,fwd_90d,fwd_90d_vs_tasi
2010-03-04,3.3881278038024902,1464775,6478.580078125,78.54000091552734,18.71999931335449,1.5,0.6414835164835164,11.08173370361328,,,,,0,0,0,,,,,,,,,,,,,stable,,0,0,0,0,,,,0.04422582257288421,-0.019393080223681247,-0.014741987770179321,0.08038225428589907,0.027027047947489002,0.09219100621983656
2010-03-07,3.379803419113159,1404296,6478.580078125,78.54000091552734,18.71999931335449,1.5,0.6373626373626373,11.26459789276123,,,,,0,0,0,-0.00245692759286964,,,,,,,,,,,,stable,,0,0,0,0,,,,0.04187177088927463,-0.02174713190729083,-0.012315318021972943,0.08280892403410545,0.04679772879691857,0.11196168706926612
2010-03-08,3.3631536960601807,1100401,6553.990234375,80.47000122070312,17.790000915527344,1.5,0.635989010989011,11.22802448272705,,,,,0,0,0,-0.004926240076219335,,,,,,,,,,,,stable,,0,0,0,0,,,,0.014851458827460862,-0.030679531805333005,-0.007425658522358658,0.05871270899766656,0.047029690511664946,0.09849300171610476
2010-03-09,3.3548295497894287,947272,6530.10009765625,79.91000366210938,17.920000076293945,1.5,0.6346153846153846,11.33774471282959,,,,,0,0,0,-0.002475101355166598,,,,,,,,,,,,stable,,0,0,0,0,,,,0.004962698566395529,-0.023289509414300857,0.0,0.086381536222922,0.03225778941701751,0.08025554919006372
2010-03-10,3.321530103683472,1844494,6565.9501953125,80.4800033569336,18.56999969482422,1.5,0.6332417582417582,11.301172256469728,,,,,0,0,0,-0.009925823536413803,,,,,,,,,,,,stable,,0,0,0,0,,,,0.002506405085968,-0.022496818665592277,-0.010025117885667512,0.07595943815057116,0.042606517729919524,0.10218813947551075
2010-03-11,3.32985520362854,812152,6565.9501953125,80.27999877929688,18.059999465942383,1.5,0.6318681318681318,11.33774471282959,,,,,0,0,0,0.002506405085968,-0.017199056100702825,,,,,,,,,,,stable,,0,0,0,0,,,,-0.012500192425763945,-0.03750341617732422,-0.00250013872555066,0.08348441731068801,0.007500129775515285,0.06708175152110651
2010-03-14,3.3548295497894287,1285501,6565.9501953125,80.27999877929688,18.059999465942383,1.5,0.6277472527472527,11.374316215515137,,,,,0,0,0,0.007500129775515285,-0.007389148487897401,,,,,,,,,,,stable,,0,0,0,0,,,,-0.01985143387101651,-0.04485465762257679,-0.009925823536413803,0.07605873249982487,-0.007444296585039978,0.05213732516055125
2010-03-15,3.3881278038024902,1128046,6578.10009765625,77.88999938964844,18.0,1.5,0.6263736263736264,11.447464942932127,,,,,0,0,0,0.009925468200061571,0.007425800305102204,,,,,,,,,,,stable,,0,0,0,0,,,,-0.029484257015666482,-0.08288870502834833,-0.012285060177309792,0.07739431732033364,-0.007371064253916648,0.0605513276731906
2010-03-16,3.3881278038024902,981582,6613.56005859375,79.0199966430664,17.690000534057617,1.5,0.625,11.410889625549316,,,,,0,0,0,0.0,0.009925468200061571,,,,,,,,,,,stable,,0,0,0,0,,,,0.014742058139006309,-0.030409095042589485,-0.012285060177309792,0.08050156259575547,-0.017199056100702825,0.06519380816941689
2010-03-17,3.3881278038024902,0,6674.41015625,81.95999908447266,16.90999984741211,1.5,0.6236263736263736,11.410889625549316,,,,,0,0,0,0.0,0.02005030755107806,,,,,,,,,,,stable,,0,0,0,0,,,,0.012284919439655928,-0.016715404793115063,-0.017199056100702825,0.06721741855266361,-0.022113122392922957,0.06545416029650009
